,gen,nevals,avg,std,min,max
0,0,50,[0.9268575],[0.05012057],[0.77088946],[0.9881646]
1,1,5,[0.7884554],[0.],[0.7884554],[0.7884554]
2,2,5,[0.5260947],[0.],[0.5260947],[0.5260947]
3,3,5,[0.54409933],[0.17165314],[0.34237835],[0.72397786]
4,4,5,[0.7761308],[0.01767952],[0.7616955],[0.7977837]
5,5,5,[0.79315645],[0.03223705],[0.7682751],[0.8471072]
6,6,5,[0.59798616],[0.03916099],[0.56601137],[0.6459484]
7,7,5,[0.7167984],[0.00786459],[0.7128661],[0.7325276]
8,8,5,[0.77230585],[0.05678659],[0.7388075],[0.8846321]
9,9,5,[0.7809021],[0.00053477],[0.7804655],[0.7815571]
10,10,5,[0.8463583],[0.04882339],[0.8064942],[0.9061545]
11,11,5,[0.5697153],[0.00100465],[0.56921303],[0.57172465]
12,12,5,[0.6384074],[0.05320306],[0.6118059],[0.74481356]
13,13,5,[0.6733068],[0.03026373],[0.658175],[0.7338343]
14,14,5,[0.70378983],[0.],[0.70378983],[0.70378983]
15,15,5,[0.6911295],[0.05991698],[0.6611711],[0.8109635]
16,16,5,[0.49894756],[0.13531137],[0.33322564],[0.6094288]
17,17,5,[0.7703315],[0.03207368],[0.73242927],[0.80329174]
18,18,5,[0.73331726],[0.02792888],[0.7193528],[0.789175]
19,19,5,[0.82232845],[0.04856785],[0.78319275],[0.8934241]
20,20,5,[0.80434465],[0.02948315],[0.78075373],[0.86082464]
21,21,5,[0.7484975],[0.],[0.7484975],[0.7484975]
22,22,5,[0.30676857],[0.01258919],[0.300474],[0.33194697]
23,23,5,[0.70388633],[0.07295064],[0.6469793],[0.82331234]
24,24,5,[0.6923916],[0.11200861],[0.6009432],[0.8316332]
25,25,5,[0.75750643],[0.02635288],[0.7370174],[0.8009653]
26,26,5,[0.7870263],[0.02154957],[0.7606335],[0.8046214]
27,27,5,[0.6310914],[0.03025613],[0.6063874],[0.66814744]
28,28,5,[0.6941594],[0.04947069],[0.6694241],[0.79310083]
29,29,5,[0.79166996],[0.04188769],[0.7597491],[0.86332977]
30,30,5,[0.42505822],[0.16175278],[0.34418187],[0.7485638]
