,gen,nevals,avg,std,min,max
0,0,50,[0.93121284],[0.0467139],[0.81361777],[0.9956444]
1,1,5,[0.92262095],[0.00468128],[0.92028034],[0.93198353]
2,2,5,[0.8986443],[0.03871436],[0.8212517],[0.92028034]
3,3,5,[0.90318805],[0.01719769],[0.88212526],[0.9172299]
4,4,5,[0.8771971],[0.0024641],[0.875965],[0.88212526]
5,5,5,[0.875965],[0.],[0.875965],[0.875965]
6,6,5,[0.875965],[0.],[0.875965],[0.875965]
7,7,5,[0.875965],[0.],[0.875965],[0.875965]
8,8,5,[0.7428678],[0.06654859],[0.70959353],[0.875965]
9,9,5,[0.70959353],[0.],[0.70959353],[0.70959353]
10,10,5,[0.70959353],[0.],[0.70959353],[0.70959353]
11,11,5,[0.70959353],[0.],[0.70959353],[0.70959353]
12,12,5,[0.70959353],[0.],[0.70959353],[0.70959353]
13,13,5,[0.70959353],[0.],[0.70959353],[0.70959353]
14,14,5,[0.70959353],[0.],[0.70959353],[0.70959353]
15,15,5,[0.70959353],[0.],[0.70959353],[0.70959353]
16,16,5,[0.70959353],[0.],[0.70959353],[0.70959353]
17,17,5,[0.70959353],[0.],[0.70959353],[0.70959353]
18,18,5,[0.70959353],[0.],[0.70959353],[0.70959353]
19,19,5,[0.6972319],[0.01009319],[0.6889909],[0.70959353]
20,20,5,[0.37330204],[0.04933178],[0.33297563],[0.43372086]
21,21,5,[0.33836928],[0.0107873],[0.33297563],[0.35994387]
22,22,5,[0.33297563],[0.],[0.33297563],[0.33297563]
23,23,5,[0.33297563],[0.],[0.33297563],[0.33297563]
24,24,5,[0.33297563],[0.],[0.33297563],[0.33297563]
25,25,5,[0.33297563],[0.],[0.33297563],[0.33297563]
26,26,5,[0.33297563],[0.],[0.33297563],[0.33297563]
27,27,5,[0.33297563],[0.],[0.33297563],[0.33297563]
28,28,5,[0.33297563],[0.],[0.33297563],[0.33297563]
29,29,5,[0.33297563],[0.],[0.33297563],[0.33297563]
30,30,5,[0.33297563],[0.],[0.33297563],[0.33297563]
