,gen,nevals,avg,std,min,max
0,0,30,[0.9208626],[0.05662721],[0.79449606],[0.99816406]
1,1,5,[0.84530133],[0.],[0.84530133],[0.84530133]
2,2,5,[0.8046819],[0.00552149],[0.8001736],[0.8114443]
3,3,5,[0.7291746],[0.02523008],[0.7085744],[0.7600751]
4,4,5,[0.7295131],[0.0623519],[0.60482365],[0.7625167]
5,5,5,[0.7600751],[0.],[0.7600751],[0.7600751]
6,6,5,[0.7600751],[0.],[0.7600751],[0.7600751]
7,7,5,[0.70950377],[0.04129129],[0.6757896],[0.7600751]
8,8,5,[0.70027524],[0.04897133],[0.6757896],[0.7982179]
9,9,5,[0.69504815],[0.07511035],[0.63398564],[0.7976676]
10,10,5,[0.62294376],[0.01253094],[0.6076378],[0.63398564]
11,11,5,[0.70230895],[0.12731692],[0.63398564],[0.95651317]
12,12,5,[0.71807],[0.11488912],[0.653075],[0.9474401]
13,13,5,[0.74333924],[0.07370044],[0.653075],[0.8035154]
14,14,5,[0.80449903],[0.01592678],[0.7914949],[0.8240053]
15,15,5,[0.7661643],[0.01226169],[0.75114685],[0.7761759]
16,16,5,[0.7402541],[0.04022753],[0.72014034],[0.82070917]
17,17,5,[0.83735675],[0.00564638],[0.8304414],[0.84196705]
18,18,5,[0.81852245],[0.01232607],[0.8123594],[0.8431746]
19,19,5,[0.8328303],[0.01491175],[0.8206549],[0.8510934]
20,20,5,[0.80971557],[0.00232697],[0.8085521],[0.8143695]
21,21,5,[0.79322594],[0.02549235],[0.7725239],[0.8284611]
22,22,5,[0.7313541],[0.05213745],[0.70528543],[0.83562905]
23,23,5,[0.7793093],[0.05246091],[0.7530788],[0.8842311]
24,24,5,[0.80482256],[0.00565345],[0.8002065],[0.81174654]
25,25,5,[0.65240526],[0.0857843],[0.58236265],[0.7574691]
