,gen,nevals,avg,std,min,max
0,0,50,[0.9259632],[0.057815],[0.7413526],[0.9941065]
1,1,5,[0.80494654],[0.01230626],[0.79879344],[0.8295591]
2,2,5,[0.52360094],[0.17762798],[0.34734517],[0.83120096]
3,3,5,[0.55476105],[0.05397689],[0.44680727],[0.5817495]
4,4,5,[0.49918985],[0.06740966],[0.44415012],[0.5817495]
5,5,5,[0.68688744],[0.01075349],[0.6815107],[0.7083944]
6,6,5,[0.66143906],[0.0390849],[0.62952644],[0.70930815]
7,7,5,[0.62952644],[0.],[0.62952644],[0.62952644]
8,8,5,[0.52453935],[0.23872574],[0.32962057],[0.8169174]
9,9,5,[0.396127],[0.17404723],[0.30910337],[0.74422145]
10,10,5,[0.76391935],[0.],[0.76391935],[0.76391935]
11,11,5,[0.76391935],[0.],[0.76391935],[0.76391935]
12,12,5,[0.7412796],[0.05459495],[0.7011446],[0.83904475]
13,13,5,[0.8084936],[0.04496774],[0.7860097],[0.8984291]
14,14,5,[0.7029732],[0.02564104],[0.69015265],[0.75425524]
15,15,5,[0.8101665],[0.01064116],[0.79713374],[0.8188549]
16,16,5,[0.81587094],[0.06699567],[0.7531889],[0.9365906]
17,17,5,[0.7698692],[0.],[0.7698692],[0.7698692]
18,18,5,[0.64650804],[0.09470005],[0.599158],[0.8359081]
19,19,5,[0.73795044],[0.01507985],[0.7304105],[0.76811016]
20,20,5,[0.5798687],[0.],[0.5798687],[0.5798687]
21,21,5,[0.650458],[0.09605148],[0.5798687],[0.8225162]
22,22,5,[0.6586274],[0.],[0.6586274],[0.6586274]
23,23,5,[0.6234026],[0.01761241],[0.61459637],[0.6586274]
24,24,5,[0.45521635],[0.13436323],[0.31842858],[0.61459637]
25,25,5,[0.43551555],[0.13936082],[0.36583513],[0.71423715]
26,26,5,[0.7547747],[0.0214551],[0.72463024],[0.79187953]
27,27,5,[0.77061534],[0.03807055],[0.7512903],[0.8467511]
28,28,5,[0.74967235],[0.00323591],[0.74320054],[0.7512903]
29,29,5,[0.7482087],[0.00251612],[0.7461543],[0.7512903]
30,30,5,[0.7694398],[0.03058581],[0.7541469],[0.8306114]
