,gen,nevals,avg,std,min,max
0,0,50,[0.93054086],[0.05859084],[0.72308713],[0.99928415]
1,1,5,[0.9487106],[0.00014668],[0.9486373],[0.949004]
2,2,5,[0.87416494],[0.01220626],[0.8641986],[0.88911456]
3,3,5,[0.82332504],[0.05391876],[0.779828],[0.90172744]
4,4,5,[0.8066858],[0.00024657],[0.80648446],[0.80698776]
5,5,5,[0.7593729],[0.02529933],[0.74102944],[0.8052819]
6,6,5,[0.7121201],[0.05095915],[0.6705121],[0.774532]
7,7,5,[0.45305282],[0.19720656],[0.35444957],[0.84746593]
8,8,5,[0.33509088],[0.],[0.33509088],[0.33509088]
9,9,5,[0.60289866],[0.03519824],[0.58529955],[0.67329514]
10,10,5,[0.6497489],[0.0728693],[0.6133143],[0.7954875]
11,11,5,[0.6133143],[0.],[0.6133143],[0.6133143]
12,12,5,[0.47194928],[0.12345487],[0.32074854],[0.57274973]
13,13,5,[0.73166734],[0.00121406],[0.73067605],[0.73315424]
14,14,5,[0.7061645],[0.05397961],[0.5982052],[0.73315424]
15,15,5,[0.81314933],[0.06427611],[0.7536903],[0.8912433]
16,16,5,[0.7247861],[0.0290699],[0.71025115],[0.7829259]
17,17,5,[0.47639298],[0.19094439],[0.32048756],[0.71025115]
18,18,5,[0.73725384],[0.00633595],[0.7340859],[0.7499258]
19,19,5,[0.75111234],[0.02203616],[0.73403597],[0.7877027]
20,20,5,[0.6043116],[0.06384296],[0.57239014],[0.73199755]
21,21,5,[0.57239014],[0.],[0.57239014],[0.57239014]
22,22,5,[0.4036584],[0.1377689],[0.29117057],[0.57239014]
23,23,5,[0.5774626],[0.],[0.5774626],[0.5774626]
24,24,5,[0.6460519],[0.08400437],[0.5774626],[0.7489358]
25,25,5,[0.68153393],[0.12746075],[0.5774626],[0.83764076]
26,26,5,[0.68095124],[0.1247528],[0.6170109],[0.9304091]
27,27,5,[0.772754],[0.01201642],[0.7667458],[0.79678684]
28,28,5,[0.7609166],[0.00713933],[0.7521727],[0.7667458]
29,29,5,[0.73808384],[0.00715826],[0.73450476],[0.7524004]
30,30,5,[0.6956243],[0.02462829],[0.66546094],[0.71573323]
