,gen,nevals,avg,std,min,max
0,0,50,[0.93042105],[0.05961196],[0.7840512],[1.0008074]
1,1,5,[0.7644564],[0.],[0.7644564],[0.7644564]
2,2,5,[0.7644564],[0.],[0.7644564],[0.7644564]
3,3,5,[0.7644564],[0.],[0.7644564],[0.7644564]
4,4,5,[0.7644564],[0.],[0.7644564],[0.7644564]
5,5,5,[0.75115025],[0.01086446],[0.7422794],[0.7644564]
6,6,5,[0.74589956],[0.00724034],[0.7422794],[0.76038027]
7,7,5,[0.68248415],[0.02989764],[0.6675353],[0.7422794]
8,8,5,[0.7084982],[0.05016905],[0.6675353],[0.76994246]
9,9,5,[0.6630496],[0.05344643],[0.6363264],[0.76994246]
10,10,5,[0.63579226],[0.],[0.63579226],[0.63579226]
11,11,5,[0.63579226],[0.],[0.63579226],[0.63579226]
12,12,5,[0.63579226],[0.],[0.63579226],[0.63579226]
13,13,5,[0.63579226],[0.],[0.63579226],[0.63579226]
14,14,5,[0.63579226],[0.],[0.63579226],[0.63579226]
15,15,5,[0.63579226],[0.],[0.63579226],[0.63579226]
16,16,5,[0.63579226],[0.],[0.63579226],[0.63579226]
17,17,5,[0.63579226],[0.],[0.63579226],[0.63579226]
18,18,5,[0.63579226],[0.],[0.63579226],[0.63579226]
19,19,5,[0.63579226],[0.],[0.63579226],[0.63579226]
20,20,5,[0.63579226],[0.],[0.63579226],[0.63579226]
21,21,5,[0.63579226],[0.],[0.63579226],[0.63579226]
22,22,5,[0.63579226],[0.],[0.63579226],[0.63579226]
23,23,5,[0.63579226],[0.],[0.63579226],[0.63579226]
24,24,5,[0.57571846],[0.],[0.57571846],[0.57571846]
25,25,5,[0.57571846],[0.],[0.57571846],[0.57571846]
26,26,5,[0.57571846],[0.],[0.57571846],[0.57571846]
27,27,5,[0.57571846],[0.],[0.57571846],[0.57571846]
28,28,5,[0.57571846],[0.],[0.57571846],[0.57571846]
29,29,5,[0.57571846],[0.],[0.57571846],[0.57571846]
30,30,5,[0.57571846],[0.],[0.57571846],[0.57571846]
