,gen,nevals,avg,std,min,max
0,0,50,[0.91847366],[0.06049769],[0.7243949],[0.99877596]
1,1,5,[0.8916305],[0.02008986],[0.8815855],[0.93181014]
2,2,5,[0.8815855],[0.],[0.8815855],[0.8815855]
3,3,5,[0.8689066],[0.],[0.8689066],[0.8689066]
4,4,5,[0.8689066],[0.],[0.8689066],[0.8689066]
5,5,5,[0.8689066],[0.],[0.8689066],[0.8689066]
6,6,5,[0.8689066],[0.],[0.8689066],[0.8689066]
7,7,5,[0.77577364],[0.07604279],[0.7136849],[0.8689066]
8,8,5,[0.71494895],[0.00252798],[0.7136849],[0.72000486]
9,9,5,[0.7136849],[0.],[0.7136849],[0.7136849]
10,10,5,[0.7136849],[0.],[0.7136849],[0.7136849]
11,11,5,[0.7071865],[0.00324922],[0.7055619],[0.7136849]
12,12,5,[0.7055619],[0.],[0.7055619],[0.7055619]
13,13,5,[0.7055619],[0.],[0.7055619],[0.7055619]
14,14,5,[0.7055619],[0.],[0.7055619],[0.7055619]
15,15,5,[0.7055619],[0.],[0.7055619],[0.7055619]
16,16,5,[0.7055619],[0.],[0.7055619],[0.7055619]
17,17,5,[0.7055619],[0.],[0.7055619],[0.7055619]
18,18,5,[0.7055619],[0.],[0.7055619],[0.7055619]
19,19,5,[0.7055619],[0.],[0.7055619],[0.7055619]
20,20,5,[0.7055619],[0.],[0.7055619],[0.7055619]
21,21,5,[0.6795651],[0.03183942],[0.6405699],[0.7055619]
22,22,5,[0.7089781],[0.00418404],[0.7055619],[0.7141025]
23,23,5,[0.7055619],[0.],[0.7055619],[0.7055619]
24,24,5,[0.7055619],[0.],[0.7055619],[0.7055619]
25,25,5,[0.7055619],[0.],[0.7055619],[0.7055619]
26,26,5,[0.7055619],[0.],[0.7055619],[0.7055619]
27,27,5,[0.7055619],[0.],[0.7055619],[0.7055619]
28,28,5,[0.7055619],[0.],[0.7055619],[0.7055619]
29,29,5,[0.65558094],[0.04080928],[0.6222603],[0.7055619]
30,30,5,[0.57966614],[0.],[0.57966614],[0.57966614]
