,gen,nevals,avg,std,min,max
0,0,30,[0.9238384],[0.06063604],[0.73174095],[1.0128042]
1,1,5,[0.82130605],[0.0071878],[0.8069305],[0.8249]
2,2,5,[0.68700814],[0.05424351],[0.6427185],[0.7534426]
3,3,5,[0.7334211],[0.0503488],[0.70824665],[0.83411866]
4,4,5,[0.70197046],[0.07389572],[0.61809665],[0.79157645]
5,5,5,[0.8418096],[0.03982966],[0.7862114],[0.88759977]
6,6,5,[0.72839844],[0.15343815],[0.60311675],[0.91632104]
7,7,5,[0.6613121],[0.10297863],[0.5772304],[0.78743464]
8,8,5,[0.7312364],[0.],[0.7312364],[0.7312364]
9,9,5,[0.73801],[0.01354709],[0.7312364],[0.7651041]
10,10,5,[0.7839547],[0.00865464],[0.7796274],[0.801264]
11,11,5,[0.8001615],[0.07351355],[0.7354658],[0.9441711]
12,12,5,[0.66892415],[0.12419328],[0.5700428],[0.8607689]
13,13,5,[0.6018342],[0.06358268],[0.5700428],[0.7289995]
14,14,5,[0.7384757],[0.09013409],[0.5700428],[0.84278554]
15,15,5,[0.7382466],[0.01927268],[0.7225105],[0.7618507]
16,16,5,[0.7860683],[0.00183374],[0.78457105],[0.78831416]
17,17,5,[0.47328892],[2.9802322e-08],[0.4732889],[0.4732889]
18,18,5,[0.53236854],[0.19309753],[0.37470508],[0.76886374]
19,19,5,[0.688522],[0.05392513],[0.6615594],[0.79637223]
20,20,5,[0.7391624],[0.01575275],[0.731286],[0.77066785]
21,21,5,[0.60827106],[0.03041873],[0.5930617],[0.6691085]
22,22,5,[0.64909375],[0.08319835],[0.6074946],[0.8154905]
23,23,5,[0.57947433],[0.20585342],[0.34374177],[0.8032694]
24,24,5,[0.7183429],[0.0793613],[0.5641048],[0.7931757]
25,25,5,[0.77296007],[0.03447503],[0.74481136],[0.8151832]
