,gen,nevals,avg,std,min,max
0,0,50,[0.92594445],[0.04993246],[0.80270994],[1.0003835]
1,1,5,[0.8273063],[0.05927819],[0.7805913],[0.9218976]
2,2,5,[0.73231906],[0.04850726],[0.6353046],[0.7565727]
3,3,5,[0.71515405],[0.04627321],[0.6920175],[0.8077005]
4,4,5,[0.6627747],[0.2576764],[0.34719488],[0.8765302]
5,5,5,[0.8023704],[0.07186969],[0.7445457],[0.9084528]
6,6,5,[0.79899514],[0.01530222],[0.7877887],[0.8265031]
7,7,5,[0.8305618],[0.01562131],[0.82275116],[0.8618044]
8,8,5,[0.84883595],[0.0036073],[0.84589064],[0.853254]
9,9,5,[0.86907446],[0.00352836],[0.8673103],[0.8761312]
10,10,5,[0.7947979],[0.02750205],[0.7611149],[0.81725323]
11,11,5,[0.65626943],[0.04670317],[0.6329179],[0.7496758]
12,12,5,[0.7202187],[0.03225813],[0.70408964],[0.78473496]
13,13,5,[0.7887822],[0.04038352],[0.7615657],[0.86848956]
14,14,5,[0.83763206],[0.01132295],[0.8312585],[0.8601612]
15,15,5,[0.81723803],[5.9604645e-08],[0.8172381],[0.8172381]
16,16,5,[0.8793214],[0.02251787],[0.86806244],[0.9243571]
17,17,5,[0.8253025],[0.0293958],[0.8106046],[0.88409406]
18,18,5,[0.83461654],[0.03905967],[0.80292946],[0.8891372]
19,19,5,[0.78470516],[0.08092143],[0.74424446],[0.94654804]
20,20,5,[0.66588163],[0.08271799],[0.6245226],[0.8313176]
21,21,5,[0.50804836],[0.2445277],[0.32137093],[0.92518765]
22,22,5,[0.81847906],[0.00504447],[0.8156473],[0.82851857]
23,23,5,[0.58030725],[0.],[0.58030725],[0.58030725]
24,24,5,[0.66565406],[0.11093664],[0.57507473],[0.8015232]
25,25,5,[0.6876879],[0.1275075],[0.58357847],[0.84385204]
26,26,5,[0.6569991],[0.08120866],[0.6163948],[0.81941646]
27,27,5,[0.7333407],[0.0292166],[0.7102984],[0.7798612]
28,28,5,[0.900777],[0.00108364],[0.8986097],[0.9013188]
29,29,5,[0.8891665],[0.08548824],[0.7857185],[0.9822093]
30,30,5,[0.8081552],[0.00607226],[0.7960106],[0.81119126]
