,gen,nevals,avg,std,min,max
0,0,50,[0.92908496],[0.05731534],[0.77754056],[1.0022241]
1,1,5,[0.84521943],[0.00308593],[0.84143996],[0.8477391]
2,2,5,[0.82360494],[0.04516346],[0.80102324],[0.9139319]
3,3,5,[0.848901],[0.07785857],[0.7535441],[0.91247225]
4,4,5,[0.82226104],[0.05673057],[0.7759407],[0.8917415]
5,5,5,[0.78338045],[0.],[0.78338045],[0.78338045]
6,6,5,[0.81274194],[0.05927107],[0.7643474],[0.88533396]
7,7,5,[0.82418907],[0.04827607],[0.80005103],[0.9207412]
8,8,5,[0.7690263],[0.02232208],[0.75786525],[0.81367046]
9,9,5,[0.38044852],[0.18390092],[0.28849807],[0.74825037]
10,10,5,[0.7237793],[0.03832055],[0.69249076],[0.77071226]
11,11,5,[0.80293274],[0.00242367],[0.80095387],[0.80590117]
12,12,5,[0.80690014],[0.00969391],[0.79898506],[0.8187727]
13,13,5,[0.52560675],[0.19128157],[0.38340056],[0.8639634]
14,14,5,[0.7369657],[0.00847838],[0.7327265],[0.75392246]
15,15,5,[0.7938708],[0.03234136],[0.7777001],[0.8585535]
16,16,5,[0.8821235],[0.02457132],[0.8620611],[0.9122171]
17,17,5,[0.7144166],[0.08258748],[0.67312294],[0.87959164]
18,18,5,[0.7001685],[0.08602636],[0.6571553],[0.8722212]
19,19,5,[0.6843272],[0.],[0.6843272],[0.6843272]
20,20,5,[0.7375051],[0.03434012],[0.71134824],[0.79629624]
21,21,5,[0.71331716],[0.],[0.71331716],[0.71331716]
22,22,5,[0.7532223],[0.04120652],[0.7265738],[0.8329683]
23,23,5,[0.5808476],[0.],[0.5808476],[0.5808476]
24,24,5,[0.71754205],[0.],[0.71754205],[0.71754205]
25,25,5,[0.7687126],[0.00383346],[0.7667958],[0.77637947]
26,26,5,[0.77385247],[0.01783009],[0.76493746],[0.8095127]
27,27,5,[0.8006817],[0.00498552],[0.7966111],[0.8067877]
28,28,5,[0.77033204],[0.],[0.77033204],[0.77033204]
29,29,5,[0.70242167],[0.05537515],[0.65380627],[0.7700783]
30,30,5,[0.8162462],[0.],[0.8162462],[0.8162462]
