,gen,nevals,avg,std,min,max
0,0,50,[0.93005717],[0.05651381],[0.8106213],[0.9987172]
1,1,5,[0.9717661],[0.00011847],[0.9717068],[0.972003]
2,2,5,[0.84237194],[0.01410596],[0.835319],[0.8705839]
3,3,5,[0.8366119],[0.00258594],[0.835319],[0.8417838]
4,4,5,[0.7036502],[0.0658344],[0.670733],[0.835319]
5,5,5,[0.5580761],[0.18164137],[0.4184431],[0.86431825]
6,6,5,[0.37849212],[0.01997551],[0.36850435],[0.4184431]
7,7,5,[0.37276602],[0.00521946],[0.36850435],[0.37915853]
8,8,5,[0.54825985],[0.21012397],[0.37669432],[0.8056081]
9,9,5,[0.5269528],[0.],[0.5269528],[0.5269528]
10,10,5,[0.754154],[0.04186279],[0.7195589],[0.833627]
11,11,5,[0.7195877],[0.03420737],[0.6556826],[0.74921954]
12,12,5,[0.5599489],[0.01241164],[0.5537431],[0.5847722]
13,13,5,[0.5537431],[0.],[0.5537431],[0.5537431]
14,14,5,[0.42129502],[0.17449492],[0.33404756],[0.77028483]
15,15,5,[0.7120789],[0.01790173],[0.70312804],[0.74788237]
16,16,5,[0.70014656],[0.0036516],[0.69567424],[0.70312804]
17,17,5,[0.70312804],[0.],[0.70312804],[0.70312804]
18,18,5,[0.742482],[0.07870796],[0.70312804],[0.89989793]
19,19,5,[0.720174],[0.12094682],[0.62142134],[0.868303]
20,20,5,[0.3021844],[0.],[0.3021844],[0.3021844]
21,21,5,[0.39678162],[0.18919452],[0.3021844],[0.7751707]
22,22,5,[0.28772685],[0.],[0.28772685],[0.28772685]
23,23,5,[0.5786339],[0.03780385],[0.54776716],[0.62493396]
24,24,5,[0.70449096],[0.12688574],[0.5531209],[0.8578361]
25,25,5,[0.63017863],[0.09512004],[0.5826186],[0.8204187]
26,26,5,[0.40873128],[0.08694365],[0.36525947],[0.5826186]
27,27,5,[0.41996774],[0.10941665],[0.36525947],[0.6388011]
28,28,5,[0.36525947],[0.],[0.36525947],[0.36525947]
29,29,5,[0.36525947],[0.],[0.36525947],[0.36525947]
30,30,5,[0.48792878],[0.15023862],[0.36525947],[0.67193276]
