,gen,nevals,avg,std,min,max
0,0,30,[0.9398617],[0.04159341],[0.804666],[0.9884436]
1,1,5,[0.8752527],[0.0114152],[0.86954516],[0.89808315]
2,2,5,[0.82717437],[0.02748465],[0.8047333],[0.8608361]
3,3,5,[0.65128696],[0.07360765],[0.5911866],[0.74143755]
4,4,5,[0.77027094],[0.03924149],[0.7141023],[0.8149555]
5,5,5,[0.7240839],[0.07750089],[0.68533343],[0.87908566]
6,6,5,[0.73856723],[0.02384724],[0.7266436],[0.78626174]
7,7,5,[0.7557246],[0.02567976],[0.73551923],[0.7968797]
8,8,5,[0.7318407],[0.00970337],[0.72698903],[0.75124747]
9,9,5,[0.7202852],[0.],[0.7202852],[0.7202852]
10,10,5,[0.7202852],[0.],[0.7202852],[0.7202852]
11,11,5,[0.69604605],[0.08983439],[0.58790547],[0.79835874]
12,12,5,[0.27061623],[0.00461544],[0.26830855],[0.27984715]
13,13,5,[0.39092964],[0.17770016],[0.26830855],[0.7250566]
14,14,5,[0.27051884],[0.03187331],[0.2545822],[0.33426547]
15,15,5,[0.2545822],[0.],[0.2545822],[0.2545822]
16,16,5,[0.3288885],[0.14861263],[0.2545822],[0.6261138]
17,17,5,[0.2690842],[0.01776125],[0.2545822],[0.2908372]
18,18,5,[0.16890636],[0.04283791],[0.14748742],[0.2545822]
19,19,5,[0.6805073],[0.05327636],[0.6246489],[0.768021]
20,20,5,[0.5926928],[0.004823],[0.58678585],[0.59663075]
21,21,5,[0.74532765],[0.04469268],[0.70883626],[0.8000648]
22,22,5,[0.70136213],[0.00373707],[0.6994936],[0.70883626]
23,23,5,[0.7711836],[0.02872026],[0.7568235],[0.8286241]
24,24,5,[0.7870557],[0.01800469],[0.7650045],[0.80175644]
25,25,5,[0.81087255],[0.0510689],[0.7589301],[0.8714712]
