,gen,nevals,avg,std,min,max
0,0,50,[0.9261801],[0.05185255],[0.7852009],[1.0130835]
1,1,5,[0.7975708],[0.06585173],[0.7646449],[0.92927426]
2,2,5,[0.8108102],[0.0434571],[0.7646449],[0.8810711]
3,3,5,[0.8744734],[0.00312422],[0.8719225],[0.8782998]
4,4,5,[0.85539263],[0.01514757],[0.84781885],[0.88568777]
5,5,5,[0.81604993],[0.07319569],[0.7384606],[0.9012451]
6,6,5,[0.7384606],[0.],[0.7384606],[0.7384606]
7,7,5,[0.765765],[0.05460882],[0.7384606],[0.87498266]
8,8,5,[0.745129],[0.00349182],[0.7422779],[0.74940556]
9,9,5,[0.56066734],[0.],[0.56066734],[0.56066734]
10,10,5,[0.44485492],[0.09456043],[0.36764666],[0.56066734]
11,11,5,[0.4607543],[0.11179694],[0.3694725],[0.59767705]
12,12,5,[0.4712422],[0.20353934],[0.3694725],[0.8783209]
13,13,5,[0.77475536],[0.],[0.77475536],[0.77475536]
14,14,5,[0.71034104],[0.],[0.71034104],[0.71034104]
15,15,5,[0.8214215],[0.00825373],[0.8146824],[0.8315303]
16,16,5,[0.6563592],[0.],[0.6563592],[0.6563592]
17,17,5,[0.6563592],[0.],[0.6563592],[0.6563592]
18,18,5,[0.6344019],[0.02689203],[0.60146606],[0.6563592]
19,19,5,[0.60361373],[0.],[0.60361373],[0.60361373]
20,20,5,[0.61381805],[0.01894317],[0.60434645],[0.6517044]
21,21,5,[0.60434645],[0.],[0.60434645],[0.60434645]
22,22,5,[0.64790285],[0.08711284],[0.60434645],[0.82212853]
23,23,5,[0.6886394],[0.07200207],[0.62985],[0.7768236]
24,24,5,[0.8171649],[0.03926833],[0.7875511],[0.8853834]
25,25,5,[0.79135036],[0.0075985],[0.7875511],[0.80654734]
26,26,5,[0.66168624],[0.07128117],[0.6260456],[0.8042485]
27,27,5,[0.68100387],[0.06730983],[0.6260456],[0.7634412]
28,28,5,[0.68100387],[0.06730983],[0.6260456],[0.7634412]
29,29,5,[0.67823476],[0.10437825],[0.6260456],[0.8869912]
30,30,5,[0.7238203],[0.050855],[0.68229747],[0.7861048]
