,gen,nevals,avg,std,min,max
0,0,50,[0.92907923],[0.05239258],[0.7654186],[1.0005049]
1,1,5,[0.81883276],[0.00323718],[0.81721425],[0.8253072]
2,2,5,[0.86558163],[0.05807007],[0.82479686],[0.9735839]
3,3,5,[0.80184364],[0.03991587],[0.78188574],[0.8816754]
4,4,5,[0.8753454],[0.0377451],[0.8445267],[0.9215736]
5,5,5,[0.800284],[0.02367517],[0.7834864],[0.84671533]
6,6,5,[0.68962306],[0.],[0.68962306],[0.68962306]
7,7,5,[0.7513413],[0.04158437],[0.73054916],[0.8345101]
8,8,5,[0.772672],[0.04317155],[0.71979785],[0.8079214]
9,9,5,[0.77563703],[0.00354972],[0.7712895],[0.77853537]
10,10,5,[0.6853192],[0.05413651],[0.6411169],[0.7516226]
11,11,5,[0.6428727],[0.01215219],[0.6367966],[0.6671771]
12,12,5,[0.80892783],[0.03229519],[0.7875046],[0.8727751]
13,13,5,[0.755813],[0.],[0.755813],[0.755813]
14,14,5,[0.6501924],[0.11733153],[0.5915266],[0.88485545]
15,15,5,[0.707291],[0.01655836],[0.6990119],[0.7404078]
16,16,5,[0.77768785],[0.01464077],[0.7597566],[0.789642]
17,17,5,[0.78909236],[0.04741845],[0.7565054],[0.8784588]
18,18,5,[0.84034026],[0.09298925],[0.7463051],[0.9714926]
19,19,5,[0.7504857],[0.11235087],[0.6587516],[0.88808686]
20,20,5,[0.5714441],[0.],[0.5714441],[0.5714441]
21,21,5,[0.8473943],[0.00575381],[0.84034735],[0.85209227]
22,22,5,[0.7272116],[0.03895291],[0.69540673],[0.77491903]
23,23,5,[0.76802635],[0.01154084],[0.7622559],[0.791108]
24,24,5,[0.72832364],[0.07927117],[0.6441035],[0.8564711]
25,25,5,[0.8032406],[0.0218595],[0.79231083],[0.8469596]
26,26,5,[0.7993801],[0.06165867],[0.724141],[0.8543561]
27,27,5,[0.72819203],[0.06645504],[0.6739416],[0.8115754]
28,28,5,[0.8849661],[0.06643595],[0.8050358],[0.9609472]
29,29,5,[0.8448575],[0.05950191],[0.77198285],[0.8934406]
30,30,5,[0.8689079],[0.01518614],[0.8613149],[0.89928025]
