,gen,nevals,avg,std,min,max
0,0,30,[0.949338],[0.04111664],[0.81026715],[0.99411166]
1,1,5,[0.62210464],[0.],[0.62210464],[0.62210464]
2,2,5,[0.6366652],[0.04440549],[0.6024441],[0.7111928]
3,3,5,[0.66490954],[0.07650422],[0.6024441],[0.7586077]
4,4,5,[0.8034194],[0.01078422],[0.79802734],[0.8249879]
5,5,5,[0.804931],[0.00845524],[0.79802734],[0.8152865]
6,6,5,[0.79257756],[0.01206031],[0.7790279],[0.8152865]
7,7,5,[0.84483653],[0.01299707],[0.83554775],[0.8687072]
8,8,5,[0.76778585],[0.05854921],[0.7362531],[0.8846647]
9,9,5,[0.76572245],[0.08223117],[0.70841956],[0.91943616]
10,10,5,[0.6547626],[0.0913028],[0.5811346],[0.7878191]
11,11,5,[0.55681336],[0.],[0.55681336],[0.55681336]
12,12,5,[0.55681336],[0.],[0.55681336],[0.55681336]
13,13,5,[0.38439146],[0.14078188],[0.26944354],[0.55681336]
14,14,5,[0.8104904],[0.01389844],[0.79914236],[0.82751244]
15,15,5,[0.7783629],[0.02939022],[0.7424667],[0.8062782]
16,16,5,[0.75987315],[0.02979587],[0.7387222],[0.8148778]
17,17,5,[0.8025383],[0.02274169],[0.7839698],[0.8303911]
18,18,5,[0.81540954],[0.04605741],[0.7738564],[0.90539724]
19,19,5,[0.7910963],[0.01766219],[0.78226525],[0.8264207]
20,20,5,[0.8062687],[0.02939805],[0.78226525],[0.8422738]
21,21,5,[0.86322325],[0.],[0.86322325],[0.86322325]
22,22,5,[0.86322325],[0.],[0.86322325],[0.86322325]
23,23,5,[0.68063116],[0.10734867],[0.59298134],[0.8121059]
24,24,5,[0.7612158],[0.10102931],[0.63894486],[0.8710216]
25,25,5,[0.75469124],[0.02590977],[0.73353595],[0.78642404]
