,gen,nevals,avg,std,min,max
0,0,50,[0.9186717],[0.06258766],[0.7405282],[0.99836874]
1,1,5,[0.81046504],[0.08431407],[0.7428464],[0.93691564]
2,2,5,[0.9390524],[0.02245337],[0.9208601],[0.9819222]
3,3,5,[0.9119884],[0.00288799],[0.9084513],[0.9143464]
4,4,5,[0.8047217],[0.05716389],[0.75917315],[0.9143464]
5,5,5,[0.75917315],[0.],[0.75917315],[0.75917315]
6,6,5,[0.8007016],[0.],[0.8007016],[0.8007016]
7,7,5,[0.7444776],[0.09485829],[0.6970485],[0.9341942]
8,8,5,[0.63691866],[0.03006494],[0.62188613],[0.6970485]
9,9,5,[0.7345409],[0.04643312],[0.69681436],[0.79839236]
10,10,5,[0.5818645],[0.04061858],[0.5486995],[0.6316118]
11,11,5,[0.56007755],[0.02178309],[0.549186],[0.6036437]
12,12,5,[0.81664085],[0.08919574],[0.7167717],[0.9492165]
13,13,5,[0.7169807],[0.06662075],[0.68367034],[0.85022223]
14,14,5,[0.7465947],[0.],[0.7465947],[0.7465947]
15,15,5,[0.7446408],[0.00126068],[0.743638],[0.7465947]
16,16,5,[0.78115636],[0.04633101],[0.743638],[0.84680456]
17,17,5,[0.7894924],[0.02321856],[0.77157843],[0.82837754]
18,18,5,[0.67771703],[0.12149913],[0.61696744],[0.9207153]
19,19,5,[0.65479547],[0.07565603],[0.61696744],[0.8061075]
20,20,5,[0.7132632],[0.12657417],[0.6111469],[0.8972359]
21,21,5,[0.3544503],[0.1068192],[0.3010407],[0.5680887]
22,22,5,[0.6096476],[0.05089903],[0.5680887],[0.6719859]
23,23,5,[0.57133],[0.00352876],[0.5684488],[0.5756518]
24,24,5,[0.6808752],[0.09179577],[0.5684488],[0.7558261]
25,25,5,[0.75593483],[0.00021744],[0.7558261],[0.7563697]
26,26,5,[0.7817494],[0.04192349],[0.7558261],[0.86510146]
27,27,5,[0.77298963],[0.00570969],[0.7659967],[0.77765155]
28,28,5,[0.7470339],[0.04345066],[0.72530854],[0.8339352]
29,29,5,[0.68193614],[0.09049417],[0.608048],[0.7927685]
30,30,5,[0.6462141],[0.07633211],[0.608048],[0.7988783]
