,gen,nevals,avg,std,min,max
0,0,50,[0.9113558],[0.05798372],[0.74630183],[0.99411225]
1,1,5,[0.596484],[0.04232483],[0.57532156],[0.6811336]
2,2,5,[0.66807646],[0.03806596],[0.6371209],[0.71990573]
3,3,5,[0.8182456],[0.00405964],[0.8132736],[0.8215603]
4,4,5,[0.7579082],[0.03828127],[0.7387676],[0.8344708]
5,5,5,[0.6574305],[0.12318132],[0.59583986],[0.90379316]
6,6,5,[0.8306953],[0.03400126],[0.81369466],[0.8986978]
7,7,5,[0.87332565],[0.03618456],[0.82900876],[0.9028702]
8,8,5,[0.71153665],[0.04266554],[0.67670035],[0.763791]
9,9,5,[0.8053169],[0.09464028],[0.72804344],[0.9212271]
10,10,5,[0.6915097],[0.07935238],[0.5972794],[0.7720603]
11,11,5,[0.7402338],[0.01666513],[0.72662675],[0.7606443]
12,12,5,[0.7707185],[0.02523039],[0.7581033],[0.8211793]
13,13,5,[0.60841066],[0.03994435],[0.5594965],[0.64229923]
14,14,5,[0.7411866],[0.00492251],[0.7371674],[0.74721545]
15,15,5,[0.5175038],[0.18443118],[0.36691633],[0.7433849]
16,16,5,[0.62861806],[0.],[0.62861806],[0.62861806]
17,17,5,[0.5227791],[0.19411734],[0.36428297],[0.7605233]
18,18,5,[0.62685883],[0.06660533],[0.59355617],[0.7600695]
19,19,5,[0.5973362],[0.06795972],[0.5599021],[0.73311216]
20,20,5,[0.71362436],[0.07665425],[0.61974245],[0.7762123]
21,21,5,[0.8047961],[0.09626382],[0.72661513],[0.97533995]
22,22,5,[0.8072156],[0.02539086],[0.7945202],[0.85799736]
23,23,5,[0.7760597],[0.01553435],[0.76699793],[0.8070992]
24,24,5,[0.8976013],[0.00218754],[0.89650756],[0.9019764]
25,25,5,[0.8440226],[0.09502625],[0.7543653],[0.9653724]
26,26,5,[0.8249195],[0.00724106],[0.821299],[0.83940166]
27,27,5,[0.76453966],[0.03526216],[0.7469086],[0.835064]
28,28,5,[0.761356],[0.01405528],[0.75432837],[0.78946656]
29,29,5,[0.8344553],[0.04253348],[0.78259504],[0.87635577]
30,30,5,[0.78145987],[0.02476731],[0.76123744],[0.8117935]
