,gen,nevals,avg,std,min,max
0,0,50,[0.93612206],[0.04639599],[0.80457616],[1.0055689]
1,1,5,[0.89516306],[0.01676465],[0.8814748],[0.9156955]
2,2,5,[0.81524116],[0.00402818],[0.80718476],[0.8172552]
3,3,5,[0.8570234],[0.04509017],[0.8344783],[0.94720376]
4,4,5,[0.81978],[0.00836706],[0.8155964],[0.83651406]
5,5,5,[0.48748904],[0.16493495],[0.40502155],[0.8173589]
6,6,5,[0.40502158],[2.9802322e-08],[0.40502155],[0.40502155]
7,7,5,[0.4432651],[0.05635323],[0.41508847],[0.55597156]
8,8,5,[0.4331611],[0.08418813],[0.36442178],[0.5362701]
9,9,5,[0.5303451],[0.13547575],[0.36442178],[0.6409605]
10,10,5,[0.3861255],[0.],[0.3861255],[0.3861255]
11,11,5,[0.7227033],[0.04992773],[0.635073],[0.790966]
12,12,5,[0.8074225],[0.0025714],[0.8042732],[0.80952203]
13,13,5,[0.8058363],[0.00127628],[0.8042732],[0.8068784]
14,14,5,[0.8477937],[0.],[0.8477937],[0.8477937]
15,15,5,[0.796184],[0.05307518],[0.76660967],[0.90228766]
16,16,5,[0.78203833],[0.01685023],[0.77361315],[0.81573874]
17,17,5,[0.7870264],[0.02940755],[0.7723226],[0.84584147]
18,18,5,[0.79481643],[0.02829069],[0.7601676],[0.81791574]
19,19,5,[0.67423666],[0.13746354],[0.56909406],[0.9080061]
20,20,5,[0.6077366],[0.07728501],[0.56909406],[0.7623066]
21,21,5,[0.6529757],[0.],[0.6529757],[0.6529757]
22,22,5,[0.71022606],[0.07011711],[0.6529757],[0.7961016]
23,23,5,[0.74565375],[0.],[0.74565375],[0.74565375]
24,24,5,[0.7419034],[0.00887477],[0.73746604],[0.759653]
25,25,5,[0.68810785],[0.02550037],[0.67535764],[0.73910856]
26,26,5,[0.7588822],[0.0092753],[0.751309],[0.7702421]
27,27,5,[0.6279348],[0.08472822],[0.55875456],[0.7317053]
28,28,5,[0.5933447],[0.0691803],[0.55875456],[0.7317053]
29,29,5,[0.57235014],[0.01665106],[0.55875456],[0.5927434]
30,30,5,[0.56555235],[0.01359553],[0.55875456],[0.5927434]
