,gen,nevals,avg,std,min,max
0,0,50,[0.9182658],[0.06415261],[0.75024056],[0.99308366]
1,1,5,[0.872227],[0.00553898],[0.86770445],[0.87901086]
2,2,5,[0.8037713],[0.03219774],[0.78767246],[0.8681668]
3,3,5,[0.7612006],[0.05882204],[0.6891586],[0.8092286]
4,4,5,[0.8312996],[0.02967942],[0.8120691],[0.8887001]
5,5,5,[0.58988774],[0.],[0.58988774],[0.58988774]
6,6,5,[0.836417],[5.9604645e-08],[0.83641696],[0.83641696]
7,7,5,[0.7227644],[0.],[0.7227644],[0.7227644]
8,8,5,[0.3926309],[0.19790988],[0.29367596],[0.78845066]
9,9,5,[0.383523],[0.10527311],[0.29756787],[0.5124557]
10,10,5,[0.6375389],[0.08292589],[0.59607595],[0.8033907]
11,11,5,[0.67492986],[0.11848836],[0.5817154],[0.86490345]
12,12,5,[0.74696046],[0.07945292],[0.707234],[0.9058663]
13,13,5,[0.7633788],[0.00918713],[0.75878525],[0.78175306]
14,14,5,[0.8326333],[0.05252406],[0.7725232],[0.9068613]
15,15,5,[0.7768873],[0.04396691],[0.75490385],[0.86482114]
16,16,5,[0.68912923],[0.06306778],[0.6566713],[0.8152317]
17,17,5,[0.6673156],[0.07872932],[0.62795097],[0.82477427]
18,18,5,[0.7746105],[0.01010388],[0.7622358],[0.7828603]
19,19,5,[0.7759303],[0.],[0.7759303],[0.7759303]
20,20,5,[0.5560565],[0.12683985],[0.49263656],[0.8097362]
21,21,5,[0.8077555],[0.03661597],[0.7737207],[0.8522108]
22,22,5,[0.44058886],[0.2447774],[0.24092248],[0.7571156]
23,23,5,[0.64368784],[0.09017202],[0.57006276],[0.7541256]
24,24,5,[0.82063264],[0.04549643],[0.78319687],[0.9071158]
25,25,5,[0.9456736],[0.00533499],[0.94131756],[0.95220757]
26,26,5,[0.89125454],[0.02875406],[0.87559825],[0.94861805]
27,27,5,[0.81242335],[0.02457474],[0.79235816],[0.84252113]
28,28,5,[0.9722785],[0.00559993],[0.96770614],[0.97913694]
29,29,5,[0.8835226],[0.0082052],[0.87942],[0.899933]
30,30,5,[0.7518611],[0.08998308],[0.68212855],[0.90126526]
