,gen,nevals,avg,std,min,max
0,0,50,[0.93270683],[0.04810998],[0.7604734],[0.9966933]
1,1,5,[0.6797804],[0.],[0.6797804],[0.6797804]
2,2,5,[0.75674105],[0.00195927],[0.7551414],[0.75914073]
3,3,5,[0.7948745],[0.00216645],[0.7931056],[0.79752785]
4,4,5,[0.7889997],[0.01198279],[0.77535546],[0.8114875]
5,5,5,[0.7860518],[0.],[0.7860518],[0.7860518]
6,6,5,[0.78631264],[0.00657095],[0.78094745],[0.79436034]
7,7,5,[0.8168678],[0.07184073],[0.78094745],[0.9605493]
8,8,5,[0.9339291],[0.03262389],[0.89467263],[0.9711966]
9,9,5,[0.80053806],[0.04888067],[0.7760978],[0.89829946]
10,10,5,[0.8832968],[0.02607717],[0.8620049],[0.9152347]
11,11,5,[0.75181913],[0.0550929],[0.7242726],[0.8620049]
12,12,5,[0.410033],[0.2008356],[0.30961516],[0.81170416]
13,13,5,[0.5158805],[0.168415],[0.30961516],[0.6533908]
14,14,5,[0.70124006],[0.03997863],[0.66859764],[0.75020367]
15,15,5,[0.7519787],[0.06808034],[0.66859764],[0.80765915]
16,16,5,[0.6728157],[0.02999659],[0.6578174],[0.7328089]
17,17,5,[0.6578174],[0.],[0.6578174],[0.6578174]
18,18,5,[0.6673922],[0.01914959],[0.6578174],[0.7056914]
19,19,5,[0.35054857],[0.00506699],[0.34801504],[0.36068252]
20,20,5,[0.63497245],[0.00961378],[0.6301655],[0.65419996]
21,21,5,[0.6418911],[0.00877089],[0.63114905],[0.64905256]
22,22,5,[0.7281524],[0.09712616],[0.64905256],[0.85779345]
23,23,5,[0.7374136],[0.10821968],[0.64905256],[0.86995506]
24,24,5,[0.7000064],[0.06270723],[0.64905256],[0.7861522]
25,25,5,[0.61980516],[0.07871377],[0.58044827],[0.7772327]
26,26,5,[0.66878307],[0.03994486],[0.6488106],[0.7486728]
27,27,5,[0.760558],[0.00382352],[0.752911],[0.76246977]
28,28,5,[0.89338076],[0.00415504],[0.8899882],[0.8984696]
29,29,5,[0.81847286],[0.05062015],[0.7931628],[0.9197132]
30,30,5,[0.7161538],[0.03850453],[0.6969015],[0.7931628]
