,gen,nevals,avg,std,min,max
0,0,50,[0.9277336],[0.04986799],[0.80575716],[1.0053614]
1,1,5,[0.94822913],[0.01601477],[0.94022167],[0.9802586]
2,2,5,[0.936262],[0.0019798],[0.93527216],[0.94022167]
3,3,5,[0.9352721],[5.9604645e-08],[0.93527216],[0.93527216]
4,4,5,[0.9214277],[0.01130389],[0.9121982],[0.93527216]
5,5,5,[0.90753335],[0.00249603],[0.9062854],[0.9125255]
6,6,5,[0.9085476],[0.00452445],[0.9062854],[0.9175965]
7,7,5,[0.9062854],[0.],[0.9062854],[0.9062854]
8,8,5,[0.9062854],[0.],[0.9062854],[0.9062854]
9,9,5,[0.8795759],[0.03271228],[0.83951175],[0.9062854]
10,10,5,[0.82432747],[0.0543154],[0.7799791],[0.89084995]
11,11,5,[0.826682],[0.04661846],[0.7886182],[0.88377774]
12,12,5,[0.83316696],[0.0413235],[0.7994265],[0.88377774]
13,13,5,[0.8306119],[0.03102912],[0.7994265],[0.88377774]
14,14,5,[0.8020914],[0.00720449],[0.7959335],[0.81624407]
15,15,5,[0.7994265],[0.],[0.7994265],[0.7994265]
16,16,5,[0.7994265],[0.],[0.7994265],[0.7994265]
17,17,5,[0.7994265],[0.],[0.7994265],[0.7994265]
18,18,5,[0.7994265],[0.],[0.7994265],[0.7994265]
19,19,5,[0.7994265],[0.],[0.7994265],[0.7994265]
20,20,5,[0.7877328],[0.00584683],[0.7848094],[0.7994265]
21,21,5,[0.7848094],[0.],[0.7848094],[0.7848094]
22,22,5,[0.7848094],[0.],[0.7848094],[0.7848094]
23,23,5,[0.7848094],[0.],[0.7848094],[0.7848094]
24,24,5,[0.7848094],[0.],[0.7848094],[0.7848094]
25,25,5,[0.7848094],[0.],[0.7848094],[0.7848094]
26,26,5,[0.7848094],[0.],[0.7848094],[0.7848094]
27,27,5,[0.7848094],[0.],[0.7848094],[0.7848094]
28,28,5,[0.7848094],[0.],[0.7848094],[0.7848094]
29,29,5,[0.7607735],[0.02943788],[0.7247196],[0.7848094]
30,30,5,[0.7361549],[0.02433595],[0.7232631],[0.7848094]
