,gen,nevals,avg,std,min,max
0,0,30,[0.9373387],[0.05395707],[0.7840183],[0.9916443]
1,1,5,[0.81545544],[0.05037758],[0.7556464],[0.8779227]
2,2,5,[0.76456153],[0.03293359],[0.72422636],[0.79145175]
3,3,5,[0.37642628],[0.21417783],[0.26933736],[0.8047819]
4,4,5,[0.3681272],[0.19757967],[0.26933736],[0.76328653]
5,5,5,[0.74909264],[0.],[0.74909264],[0.74909264]
6,6,5,[0.74909264],[0.],[0.74909264],[0.74909264]
7,7,5,[0.64771575],[0.07643925],[0.5540972],[0.7101281]
8,8,5,[0.8055957],[0.01701895],[0.79169977],[0.82643956]
9,9,5,[0.7481292],[0.01022263],[0.74301785],[0.7685744]
10,10,5,[0.74301785],[0.],[0.74301785],[0.74301785]
11,11,5,[0.69492936],[0.05889612],[0.62279665],[0.74301785]
12,12,5,[0.86115265],[0.],[0.86115265],[0.86115265]
13,13,5,[0.67120904],[0.09114695],[0.59678787],[0.7828408]
14,14,5,[0.59678787],[0.],[0.59678787],[0.59678787]
15,15,5,[0.59678787],[0.],[0.59678787],[0.59678787]
16,16,5,[0.77366495],[0.06322847],[0.7140342],[0.8502437]
17,17,5,[0.67420274],[0.08270607],[0.60667354],[0.7754966]
18,18,5,[0.8068861],[0.03071105],[0.7915305],[0.8683081]
19,19,5,[0.78530043],[0.00508682],[0.78114706],[0.7915305]
20,20,5,[0.7738735],[0.02613632],[0.76030505],[0.8261437]
21,21,5,[0.75614834],[0.00393937],[0.7529319],[0.7609731]
22,22,5,[0.75823474],[0.02494336],[0.7276855],[0.77860093]
23,23,5,[0.7490245],[0.04267802],[0.7276855],[0.83438057]
24,24,5,[0.7276855],[0.],[0.7276855],[0.7276855]
25,25,5,[0.7276855],[0.],[0.7276855],[0.7276855]
