,gen,nevals,avg,std,min,max
0,0,50,[0.9311398],[0.05376431],[0.7934832],[1.0062263]
1,1,5,[0.8540843],[0.01465359],[0.8361374],[0.86604893]
2,2,5,[0.78463936],[0.00236521],[0.78345674],[0.78936976]
3,3,5,[0.7775322],[0.04244402],[0.70016456],[0.83069664]
4,4,5,[0.68276596],[0.13991094],[0.5725238],[0.9061177]
5,5,5,[0.7255747],[0.05234762],[0.66146225],[0.7683164]
6,6,5,[0.67574656],[0.02640442],[0.6541874],[0.7080852]
7,7,5,[0.8233606],[0.06962333],[0.7854373],[0.96225387]
8,8,5,[0.7743677],[0.04739451],[0.7506705],[0.8691568]
9,9,5,[0.8017355],[0.00393248],[0.7969192],[0.80494636]
10,10,5,[0.79917777],[0.05857896],[0.75360507],[0.89565235]
11,11,5,[0.6933657],[0.08664556],[0.58724695],[0.76411146]
12,12,5,[0.78246385],[0.05005788],[0.7574349],[0.8825796]
13,13,5,[0.7041496],[0.],[0.7041496],[0.7041496]
14,14,5,[0.78752774],[0.00707664],[0.78174967],[0.7961948]
15,15,5,[0.7998153],[0.00788412],[0.7958732],[0.8155835]
16,16,5,[0.74915916],[0.00979398],[0.7379324],[0.7629405]
17,17,5,[0.4649834],[0.22058369],[0.3546916],[0.9061508]
18,18,5,[0.6982282],[0.0552038],[0.6706263],[0.8086358]
19,19,5,[0.59313715],[0.],[0.59313715],[0.59313715]
20,20,5,[0.62236375],[0.02252958],[0.60396844],[0.64995676]
21,21,5,[0.75421894],[0.05369855],[0.69433457],[0.83467066]
22,22,5,[0.79848796],[0.08522529],[0.729392],[0.9180986]
23,23,5,[0.85424787],[0.03727148],[0.8085998],[0.8846799]
24,24,5,[0.7595361],[0.],[0.7595361],[0.7595361]
25,25,5,[0.7814686],[0.04562395],[0.725608],[0.81973886]
26,26,5,[0.79600465],[0.04079539],[0.7627416],[0.84929776]
27,27,5,[0.8347643],[0.03707344],[0.8162276],[0.9089112]
28,28,5,[0.85154736],[0.02099624],[0.84104925],[0.89353985]
29,29,5,[0.82774866],[0.00651918],[0.8197644],[0.8330716]
30,30,5,[0.8513855],[0.00640772],[0.8461536],[0.8592333]
