,gen,nevals,avg,std,min,max
0,0,50,[0.910144],[0.06275897],[0.73494005],[1.0004916]
1,1,5,[0.90953577],[0.],[0.90953577],[0.90953577]
2,2,5,[0.8140012],[0.07800364],[0.7503115],[0.90953577]
3,3,5,[0.7445561],[0.00287771],[0.7431172],[0.7503115]
4,4,5,[0.7431172],[0.],[0.7431172],[0.7431172]
5,5,5,[0.7431172],[0.],[0.7431172],[0.7431172]
6,6,5,[0.68129045],[0.07572205],[0.5885502],[0.7431172]
7,7,5,[0.6010647],[0.0063365],[0.595891],[0.6088253]
8,8,5,[0.42740837],[0.12392875],[0.32748687],[0.60818887]
9,9,5,[0.25888312],[0.0840221],[0.15597749],[0.32748687]
10,10,5,[0.22458124],[0.0840221],[0.15597749],[0.32748687]
11,11,5,[0.15597749],[0.],[0.15597749],[0.15597749]
12,12,5,[0.15597749],[0.],[0.15597749],[0.15597749]
13,13,5,[0.15597749],[0.],[0.15597749],[0.15597749]
14,14,5,[0.15597749],[0.],[0.15597749],[0.15597749]
15,15,5,[0.15597749],[0.],[0.15597749],[0.15597749]
16,16,5,[0.15597749],[0.],[0.15597749],[0.15597749]
17,17,5,[0.15597749],[0.],[0.15597749],[0.15597749]
18,18,5,[0.15597749],[0.],[0.15597749],[0.15597749]
19,19,5,[0.15597749],[0.],[0.15597749],[0.15597749]
20,20,5,[0.15597749],[0.],[0.15597749],[0.15597749]
21,21,5,[0.15597749],[0.],[0.15597749],[0.15597749]
22,22,5,[0.15597749],[0.],[0.15597749],[0.15597749]
23,23,5,[0.15597749],[0.],[0.15597749],[0.15597749]
24,24,5,[0.15597749],[0.],[0.15597749],[0.15597749]
25,25,5,[0.15597749],[0.],[0.15597749],[0.15597749]
26,26,5,[0.15597749],[0.],[0.15597749],[0.15597749]
27,27,5,[0.15597749],[0.],[0.15597749],[0.15597749]
28,28,5,[0.15597749],[0.],[0.15597749],[0.15597749]
29,29,5,[0.15597749],[0.],[0.15597749],[0.15597749]
30,30,5,[0.15597749],[0.],[0.15597749],[0.15597749]
