,gen,nevals,avg,std,min,max
0,0,50,[0.9273975],[0.05469589],[0.7555667],[1.0006467]
1,1,5,[0.8320314],[0.0232138],[0.81307745],[0.8604624]
2,2,5,[0.8075221],[0.00680388],[0.7991891],[0.81307745]
3,3,5,[0.79528165],[0.00800374],[0.7854791],[0.8018167]
4,4,5,[0.7824932],[0.00243801],[0.78050256],[0.7854791]
5,5,5,[0.78050256],[0.],[0.78050256],[0.78050256]
6,6,5,[0.7696181],[0.00544221],[0.766897],[0.78050256]
7,7,5,[0.7192117],[0.02030435],[0.70905954],[0.7598204]
8,8,5,[0.57126963],[0.01419559],[0.5538837],[0.5828603]
9,9,5,[0.5632443],[0.01509315],[0.55093515],[0.5828603]
10,10,5,[0.56370527],[0.01564006],[0.55093515],[0.5828603]
11,11,5,[0.55093515],[0.],[0.55093515],[0.55093515]
12,12,5,[0.55093515],[0.],[0.55093515],[0.55093515]
13,13,5,[0.55093515],[0.],[0.55093515],[0.55093515]
14,14,5,[0.55093515],[0.],[0.55093515],[0.55093515]
15,15,5,[0.55093515],[0.],[0.55093515],[0.55093515]
16,16,5,[0.55093515],[0.],[0.55093515],[0.55093515]
17,17,5,[0.55093515],[0.],[0.55093515],[0.55093515]
18,18,5,[0.55093515],[0.],[0.55093515],[0.55093515]
19,19,5,[0.55093515],[0.],[0.55093515],[0.55093515]
20,20,5,[0.55093515],[0.],[0.55093515],[0.55093515]
21,21,5,[0.55093515],[0.],[0.55093515],[0.55093515]
22,22,5,[0.55093515],[0.],[0.55093515],[0.55093515]
23,23,5,[0.55093515],[0.],[0.55093515],[0.55093515]
24,24,5,[0.55093515],[0.],[0.55093515],[0.55093515]
25,25,5,[0.55093515],[0.],[0.55093515],[0.55093515]
26,26,5,[0.55093515],[0.],[0.55093515],[0.55093515]
27,27,5,[0.55093515],[0.],[0.55093515],[0.55093515]
28,28,5,[0.55093515],[0.],[0.55093515],[0.55093515]
29,29,5,[0.55093515],[0.],[0.55093515],[0.55093515]
30,30,5,[0.55093515],[0.],[0.55093515],[0.55093515]
