,gen,nevals,avg,std,min,max
0,0,50,[0.9251802],[0.06565601],[0.7507643],[1.0003421]
1,1,5,[0.79372287],[0.01272302],[0.7873613],[0.81916887]
2,2,5,[0.8042148],[0.0166773],[0.79428303],[0.8371521]
3,3,5,[0.7357349],[0.],[0.7357349],[0.7357349]
4,4,5,[0.35558742],[0.30655652],[0.13911246],[0.923635]
5,5,5,[0.3988584],[0.3181225],[0.13911246],[0.7884773]
6,6,5,[0.3941993],[0.19466011],[0.29686925],[0.7835195]
7,7,5,[0.4511556],[0.11541468],[0.3569199],[0.59250915]
8,8,5,[0.5533601],[0.2115993],[0.29420492],[0.7261302]
9,9,5,[0.35537225],[0.14626248],[0.282241],[0.6478972]
10,10,5,[0.68419087],[0.02910611],[0.64897704],[0.7117991]
11,11,5,[0.54323405],[0.],[0.54323405],[0.54323405]
12,12,5,[0.343899],[0.0996675],[0.2940653],[0.54323405]
13,13,5,[0.65256387],[0.0103628],[0.6441027],[0.66525567]
14,14,5,[0.67895013],[0.06969483],[0.6441027],[0.81833977]
15,15,5,[0.7305395],[0.07057535],[0.6441027],[0.788164]
16,16,5,[0.48012048],[0.17986195],[0.3332638],[0.7004055]
17,17,5,[0.40997633],[0.16070867],[0.32962197],[0.73139364]
18,18,5,[0.57374614],[0.],[0.57374614],[0.57374614]
19,19,5,[0.57374614],[0.],[0.57374614],[0.57374614]
20,20,5,[0.474665],[0.20878786],[0.30479684],[0.75728774]
21,21,5,[0.36315206],[0.],[0.36315206],[0.36315206]
22,22,5,[0.36315206],[0.],[0.36315206],[0.36315206]
23,23,5,[0.41625118],[0.10619827],[0.36315206],[0.62864774]
24,24,5,[0.36315206],[0.],[0.36315206],[0.36315206]
25,25,5,[0.8183206],[0.03423414],[0.8012035],[0.88678885]
26,26,5,[0.7728901],[0.01445471],[0.76108783],[0.7905934]
27,27,5,[0.8375925],[0.06734105],[0.75513536],[0.8951628]
28,28,5,[0.7922193],[0.04014627],[0.75943995],[0.84138817]
29,29,5,[0.8009926],[0.08310533],[0.75943995],[0.96720326]
30,30,5,[0.8526371],[0.03824731],[0.8079933],[0.8929726]
