,gen,nevals,avg,std,min,max
0,0,50,[0.9146209],[0.06028564],[0.7597068],[0.9930248]
1,1,5,[0.7379241],[0.00357986],[0.73500115],[0.7423085]
2,2,5,[0.8018409],[0.00977619],[0.79385865],[0.8138142]
3,3,5,[0.81805193],[0.08263174],[0.776736],[0.98331535]
4,4,5,[0.8619596],[0.00599766],[0.854614],[0.8668567]
5,5,5,[0.782782],[0.02185726],[0.7718534],[0.82649654]
6,6,5,[0.769478],[0.05676459],[0.7247406],[0.86003965]
7,7,5,[0.7272023],[0.00501413],[0.7246952],[0.73723054]
8,8,5,[0.807685],[0.01289093],[0.8012396],[0.83346695]
9,9,5,[0.7824934],[0.01220715],[0.7763898],[0.80690765]
10,10,5,[0.6493329],[0.],[0.6493329],[0.6493329]
11,11,5,[0.70807207],[0.05174759],[0.6446945],[0.75032383]
12,12,5,[0.6390501],[0.01072207],[0.63116705],[0.6582485]
13,13,5,[0.58205754],[0.],[0.58205754],[0.58205754]
14,14,5,[0.61506957],[0.],[0.61506957],[0.61506957]
15,15,5,[0.68583614],[0.03677225],[0.66745],[0.75938064]
16,16,5,[0.40748015],[0.09156685],[0.36169672],[0.59061384]
17,17,5,[0.5305848],[0.2412672],[0.33359092],[0.82607555]
18,18,5,[0.74281937],[0.03513882],[0.72162753],[0.81278455]
19,19,5,[0.6817316],[0.08487269],[0.61937225],[0.8338014]
20,20,5,[0.53096735],[0.24166459],[0.333649],[0.82694477]
21,21,5,[0.77887183],[0.],[0.77887183],[0.77887183]
22,22,5,[0.77701485],[0.00404708],[0.77499133],[0.78510904]
23,23,5,[0.86958534],[0.00361075],[0.8666371],[0.8740075]
24,24,5,[0.7707139],[0.00695277],[0.765037],[0.7792293]
25,25,5,[0.47939482],[0.10309765],[0.39521593],[0.6056631]
26,26,5,[0.8472487],[0.03287247],[0.8075064],[0.8785421]
27,27,5,[0.8455969],[0.],[0.8455969],[0.8455969]
28,28,5,[0.77119064],[0.0743246],[0.7109404],[0.8756212]
29,29,5,[0.75451267],[0.00703793],[0.7509937],[0.76858854]
30,30,5,[0.84290344],[0.07907736],[0.7586394],[0.9702509]
