,gen,nevals,avg,std,min,max
0,0,50,[0.93672353],[0.04098067],[0.8176926],[0.9914955]
1,1,5,[0.83318233],[0.04211045],[0.79879934],[0.8847569]
2,2,5,[0.8034004],[0.00563517],[0.79879934],[0.8103021]
3,3,5,[0.76839936],[0.02482145],[0.74813277],[0.79879934]
4,4,5,[0.65241176],[0.05013425],[0.62734467],[0.7526803]
5,5,5,[0.62734467],[0.],[0.62734467],[0.62734467]
6,6,5,[0.6788869],[0.06312606],[0.62734467],[0.7562002]
7,7,5,[0.7763015],[0.04526369],[0.7393439],[0.831738]
8,8,5,[0.8405326],[0.01125936],[0.83490294],[0.86305135]
9,9,5,[0.7643506],[0.01637261],[0.75616425],[0.7970958]
10,10,5,[0.45331544],[0.205666],[0.35048243],[0.86464745]
11,11,5,[0.35277292],[0.00458096],[0.35048243],[0.36193484]
12,12,5,[0.6110401],[0.15694863],[0.3610013],[0.85729235]
13,13,5,[0.443444],[0.19669205],[0.2920921],[0.7744751]
14,14,5,[0.65314704],[0.],[0.65314704],[0.65314704]
15,15,5,[0.60400736],[0.],[0.60400736],[0.60400736]
16,16,5,[0.64682215],[0.08562972],[0.60400736],[0.8180817]
17,17,5,[0.5739528],[0.045351],[0.5512773],[0.6646548]
18,18,5,[0.7276724],[0.0597318],[0.6082088],[0.75753826]
19,19,5,[0.7302747],[0.04407897],[0.70133954],[0.8151229]
20,20,5,[0.8109698],[0.03034084],[0.7790568],[0.8606239]
21,21,5,[0.8248135],[0.00897733],[0.8180558],[0.84044856]
22,22,5,[0.85403764],[0.05175834],[0.8117771],[0.9174284]
23,23,5,[0.8460948],[0.01475509],[0.8340473],[0.864166]
24,24,5,[0.7715658],[0.],[0.7715658],[0.7715658]
25,25,5,[0.63668984],[0.0782551],[0.5975623],[0.7932001]
26,26,5,[0.5849743],[0.01027806],[0.5765823],[0.5975623]
27,27,5,[0.69934565],[0.06637026],[0.6181309],[0.75858486]
28,28,5,[0.6283355],[0.],[0.6283355],[0.6283355]
29,29,5,[0.6694562],[0.05036236],[0.6283355],[0.7311372]
30,30,5,[0.70300186],[0.00970297],[0.69815034],[0.72240776]
