,gen,nevals,avg,std,min,max
0,0,50,[0.9199805],[0.05719661],[0.77826464],[0.9913116]
1,1,5,[0.8001316],[0.],[0.8001316],[0.8001316]
2,2,5,[0.80217445],[0.00408556],[0.8001316],[0.81034553]
3,3,5,[0.7832538],[0.00940813],[0.7717312],[0.79093546]
4,4,5,[0.7005569],[0.],[0.7005569],[0.7005569]
5,5,5,[0.78379256],[0.05557185],[0.7384183],[0.85185385]
6,6,5,[0.7643048],[0.02125823],[0.75367576],[0.80682135]
7,7,5,[0.74982566],[0.07052202],[0.6829455],[0.875886]
8,8,5,[0.8055811],[0.02777867],[0.7916917],[0.8611384]
9,9,5,[0.7916917],[0.],[0.7916917],[0.7916917]
10,10,5,[0.80458814],[0.02354877],[0.7928137],[0.85168564]
11,11,5,[0.658487],[0.09924816],[0.608863],[0.8569834]
12,12,5,[0.4414702],[0.13667563],[0.32987505],[0.608863]
13,13,5,[0.4157451],[0.15439609],[0.33854708],[0.7245373]
14,14,5,[0.5430678],[0.2505277],[0.33854708],[0.85709846]
15,15,5,[0.5324981],[0.23754054],[0.33854708],[0.8234247]
16,16,5,[0.83792764],[0.00389142],[0.8331616],[0.8411049]
17,17,5,[0.787249],[0.02692795],[0.77378505],[0.8411049]
18,18,5,[0.6113652],[0.04205685],[0.5903368],[0.6954789]
19,19,5,[0.50648534],[0.14689812],[0.43303624],[0.8002815]
20,20,5,[0.7533825],[0.1601791],[0.43303624],[0.83614576]
21,21,5,[0.7917865],[0.],[0.7917865],[0.7917865]
22,22,5,[0.78823894],[0.],[0.78823894],[0.78823894]
23,23,5,[0.85536563],[0.05485058],[0.8105804],[0.92254364]
24,24,5,[0.730677],[0.14232272],[0.571972],[0.94393945]
25,25,5,[0.77303904],[0.03841737],[0.73840547],[0.8431436]
26,26,5,[0.7566375],[0.06217121],[0.6891322],[0.85415393]
27,27,5,[0.5818293],[0.01964868],[0.56745553],[0.61718875]
28,28,5,[0.73521316],[0.00165915],[0.7343836],[0.7385315]
29,29,5,[0.761768],[0.02235929],[0.7343836],[0.7800243]
30,30,5,[0.79607487],[0.01642094],[0.763233],[0.80428535]
