,gen,nevals,avg,std,min,max
0,0,50,[0.9270842],[0.05980266],[0.7426667],[0.99142075]
1,1,5,[0.8788608],[0.],[0.8788608],[0.8788608]
2,2,5,[0.82694083],[0.02595999],[0.8139608],[0.8788608]
3,3,5,[0.80073416],[0.01079952],[0.7919164],[0.8139608]
4,4,5,[0.8057143],[0.01131417],[0.7919164],[0.81681734]
5,5,5,[0.7757357],[0.00809035],[0.7716905],[0.7919164]
6,6,5,[0.7583232],[0.01215124],[0.7522476],[0.7826257]
7,7,5,[0.7461189],[0.00306435],[0.7445867],[0.7522476]
8,8,5,[0.6397399],[0.08560708],[0.569842],[0.7445867]
9,9,5,[0.54573774],[0.01205213],[0.53971165],[0.569842]
10,10,5,[0.5769523],[0.07448117],[0.53971165],[0.7259146]
11,11,5,[0.53971165],[0.],[0.53971165],[0.53971165]
12,12,5,[0.53971165],[0.],[0.53971165],[0.53971165]
13,13,5,[0.53971165],[0.],[0.53971165],[0.53971165]
14,14,5,[0.53971165],[0.],[0.53971165],[0.53971165]
15,15,5,[0.53971165],[0.],[0.53971165],[0.53971165]
16,16,5,[0.5942566],[0.10908984],[0.53971165],[0.8124363]
17,17,5,[0.53971165],[0.],[0.53971165],[0.53971165]
18,18,5,[0.53971165],[0.],[0.53971165],[0.53971165]
19,19,5,[0.53971165],[0.],[0.53971165],[0.53971165]
20,20,5,[0.53971165],[0.],[0.53971165],[0.53971165]
21,21,5,[0.53971165],[0.],[0.53971165],[0.53971165]
22,22,5,[0.53971165],[0.],[0.53971165],[0.53971165]
23,23,5,[0.53971165],[0.],[0.53971165],[0.53971165]
24,24,5,[0.53971165],[0.],[0.53971165],[0.53971165]
25,25,5,[0.53971165],[0.],[0.53971165],[0.53971165]
26,26,5,[0.53971165],[0.],[0.53971165],[0.53971165]
27,27,5,[0.53971165],[0.],[0.53971165],[0.53971165]
28,28,5,[0.53971165],[0.],[0.53971165],[0.53971165]
29,29,5,[0.53971165],[0.],[0.53971165],[0.53971165]
30,30,5,[0.53971165],[0.],[0.53971165],[0.53971165]
