,gen,nevals,avg,std,min,max
0,0,30,[0.9202683],[0.06859508],[0.7386327],[0.99324083]
1,1,5,[0.7711031],[0.00303781],[0.76958424],[0.77717876]
2,2,5,[0.6368195],[0.05951266],[0.6070632],[0.75584483]
3,3,5,[0.49616536],[0.13582149],[0.32981873],[0.6070632]
4,4,5,[0.6753696],[0.19153593],[0.29279295],[0.78986603]
5,5,5,[0.34169686],[0.1922948],[0.24554946],[0.7262865]
6,6,5,[0.6497706],[0.03062391],[0.6247663],[0.6872771]
7,7,5,[0.6247663],[0.],[0.6247663],[0.6247663]
8,8,5,[0.6247663],[0.],[0.6247663],[0.6247663]
9,9,5,[0.7109175],[0.11695264],[0.5676803],[0.8064089]
10,10,5,[0.5710356],[0.07309628],[0.5344875],[0.7172282]
11,11,5,[0.7176317],[0.01707467],[0.7036903],[0.7385438]
12,12,5,[0.7663439],[0.04069858],[0.74371105],[0.8476361]
13,13,5,[0.7808011],[0.03566074],[0.75168425],[0.8244764]
14,14,5,[0.7610589],[0.03121495],[0.72282857],[0.7865458]
15,15,5,[0.7988156],[0.01502735],[0.7865458],[0.8172203]
16,16,5,[0.72490585],[0.0718364],[0.63694763],[0.7865458]
17,17,5,[0.8360499],[0.03479713],[0.8168165],[0.9055651]
18,18,5,[0.82858276],[0.02353249],[0.8168165],[0.8756477]
19,19,5,[0.7623024],[0.07551175],[0.6703173],[0.83790743]
20,20,5,[0.6775735],[0.],[0.6775735],[0.6775735]
21,21,5,[0.6159202],[0.03082666],[0.60050684],[0.6775735]
22,22,5,[0.60050684],[0.],[0.60050684],[0.60050684]
23,23,5,[0.60050684],[0.],[0.60050684],[0.60050684]
24,24,5,[0.85467577],[0.02278031],[0.84097475],[0.90004045]
25,25,5,[0.7450676],[0.08311935],[0.6772188],[0.84985507]
