,gen,nevals,avg,std,min,max
0,0,30,[0.92425954],[0.06611295],[0.7285559],[1.0091699]
1,1,5,[0.8017104],[0.],[0.8017104],[0.8017104]
2,2,5,[0.80360985],[0.00235767],[0.802431],[0.8083252]
3,3,5,[0.75301206],[0.02470949],[0.74065727],[0.802431]
4,4,5,[0.74065727],[0.],[0.74065727],[0.74065727]
5,5,5,[0.7346814],[0.],[0.7346814],[0.7346814]
6,6,5,[0.80564815],[0.01192539],[0.7959111],[0.8202537]
7,7,5,[0.8020256],[0.01222908],[0.7959111],[0.8264838]
8,8,5,[0.88159466],[0.00153387],[0.88082767],[0.88466233]
9,9,5,[0.8692352],[0.0059609],[0.86436814],[0.8765358]
10,10,5,[0.830091],[0.02561392],[0.8101484],[0.8794848]
11,11,5,[0.40879115],[0.16106907],[0.32825667],[0.7309293]
12,12,5,[0.55580294],[0.20877454],[0.3055192],[0.76166207]
13,13,5,[0.33127874],[0.],[0.33127874],[0.33127874]
14,14,5,[0.33127874],[0.],[0.33127874],[0.33127874]
15,15,5,[0.40095076],[0.13934399],[0.33127874],[0.67963874]
16,16,5,[0.44953662],[0.17964949],[0.32380262],[0.802522]
17,17,5,[0.3744164],[0.11663704],[0.3160979],[0.6076905]
18,18,5,[0.44355232],[0.09632156],[0.39539152],[0.6361954]
19,19,5,[0.45143652],[0.11208999],[0.39539152],[0.6756165]
20,20,5,[0.4922195],[0.11858958],[0.39539152],[0.6374615]
21,21,5,[0.6131592],[0.00625379],[0.61003226],[0.62566674]
22,22,5,[0.6557351],[0.09140553],[0.61003226],[0.8385461]
23,23,5,[0.4718657],[0.177113],[0.3318114],[0.75170046]
24,24,5,[0.34023625],[0.01031828],[0.3318114],[0.3528735]
25,25,5,[0.6821605],[0.02264688],[0.6708371],[0.7274543]
