,gen,nevals,avg,std,min,max
0,0,50,[0.9294796],[0.0524275],[0.76533765],[1.0065544]
1,1,5,[0.76547086],[0.00581145],[0.76256514],[0.77709377]
2,2,5,[0.5975629],[0.05823559],[0.5409259],[0.7102636]
3,3,5,[0.33346328],[0.10730021],[0.27981317],[0.5480637]
4,4,5,[0.3707463],[0.18186627],[0.27981317],[0.7344789]
5,5,5,[0.7667718],[0.02852716],[0.7320876],[0.79616785]
6,6,5,[0.8427121],[0.02115149],[0.8268326],[0.8838096]
7,7,5,[0.8056709],[0.01058083],[0.8003805],[0.8268326]
8,8,5,[0.80650485],[0.01224859],[0.8003805],[0.831002]
9,9,5,[0.8078567],[0.00915642],[0.8003805],[0.819071]
10,10,5,[0.78617394],[0.0115996],[0.77670294],[0.8003805]
11,11,5,[0.7700223],[0.02586825],[0.74890095],[0.8017043]
12,12,5,[0.77058727],[0.07614786],[0.6902778],[0.9159557]
13,13,5,[0.7717031],[0.04560435],[0.74890095],[0.8629118]
14,14,5,[0.7198799],[0.10746629],[0.6321341],[0.8514987]
15,15,5,[0.72296506],[0.1049473],[0.63727593],[0.8514987]
16,16,5,[0.81404877],[0.],[0.81404877],[0.81404877]
17,17,5,[0.78248966],[0.02576791],[0.76145023],[0.81404877]
18,18,5,[0.7733111],[0.08954117],[0.5946814],[0.8250816]
19,19,5,[0.5164064],[0.25689813],[0.30746123],[0.8655136]
20,20,5,[0.6903551],[0.07606079],[0.6317349],[0.8179952]
21,21,5,[0.7244587],[0.02114191],[0.7138878],[0.7667426]
22,22,5,[0.66724914],[0.],[0.66724914],[0.66724914]
23,23,5,[0.8206614],[0.03906176],[0.8011306],[0.898785]
24,24,5,[0.72605157],[0.0375395],[0.7072818],[0.8011306]
25,25,5,[0.7282628],[0.],[0.7282628],[0.7282628]
26,26,5,[0.7245188],[0.02556805],[0.7117347],[0.77565485]
27,27,5,[0.7312313],[0.],[0.7312313],[0.7312313]
28,28,5,[0.7720308],[0.03458266],[0.7312313],[0.81618387]
29,29,5,[0.72338617],[0.00061576],[0.7230783],[0.7246177]
30,30,5,[0.43969002],[0.15707617],[0.3114379],[0.6320683]
