,gen,nevals,avg,std,min,max
0,0,50,[0.9214835],[0.06585922],[0.77699226],[0.9971691]
1,1,5,[0.80971795],[0.01327786],[0.7957931],[0.8315224]
2,2,5,[0.8113117],[0.09607366],[0.73286796],[0.9289775]
3,3,5,[0.87418306],[0.0203926],[0.85753256],[0.8991588]
4,4,5,[0.4530932],[0.09325995],[0.40646324],[0.6396131]
5,5,5,[0.7625969],[0.],[0.7625969],[0.7625969]
6,6,5,[0.7764217],[0.00017862],[0.7763325],[0.77677906]
7,7,5,[0.78902525],[0.12659223],[0.63398206],[0.8923874]
8,8,5,[0.8277305],[0.01378798],[0.8208365],[0.85530645]
9,9,5,[0.80653846],[0.01209978],[0.7980305],[0.830298]
10,10,5,[0.83681905],[0.07972764],[0.75124073],[0.9289196]
11,11,5,[0.4504808],[0.16227971],[0.36934096],[0.7750402]
12,12,5,[0.72123086],[0.10724653],[0.58988124],[0.8087973]
13,13,5,[0.7775154],[0.00858129],[0.76700556],[0.78452206]
14,14,5,[0.7914174],[0.01914201],[0.7818464],[0.8297014]
15,15,5,[0.8903669],[0.01603151],[0.8785338],[0.9189534]
16,16,5,[0.8957486],[0.01158283],[0.8899572],[0.91891426]
17,17,5,[0.8172282],[5.9604645e-08],[0.81722826],[0.81722826]
18,18,5,[0.7096335],[0.06813532],[0.65400136],[0.793082]
19,19,5,[0.4425169],[0.14802969],[0.32166946],[0.6278564]
20,20,5,[0.42224675],[0.],[0.42224675],[0.42224675]
21,21,5,[0.41237813],[0.],[0.41237813],[0.41237813]
22,22,5,[0.5580541],[0.12421886],[0.4059176],[0.6594783]
23,23,5,[0.7751063],[0.00735326],[0.7714297],[0.78981286]
24,24,5,[0.8119303],[0.04654258],[0.78195965],[0.90419227]
25,25,5,[0.5974573],[0.00061538],[0.5971496],[0.59868807]
26,26,5,[0.80203676],[0.01325881],[0.7919335],[0.8247218]
27,27,5,[0.8362028],[0.07310239],[0.77651495],[0.9257346]
28,28,5,[0.8303501],[0.02443364],[0.800584],[0.854785]
29,29,5,[0.47686368],[0.21101539],[0.30903906],[0.8040966]
30,30,5,[0.5941038],[0.09183821],[0.5461694],[0.7776712]
