,gen,nevals,avg,std,min,max
0,0,50,[0.9230883],[0.05617535],[0.7793187],[0.9917584]
1,1,5,[0.83063257],[0.01967056],[0.81496876],[0.8610019]
2,2,5,[0.78390926],[0.01159139],[0.77811354],[0.807092]
3,3,5,[0.43022928],[0.199563],[0.3304478],[0.8293553]
4,4,5,[0.42861176],[0.210986],[0.32311875],[0.8505838]
5,5,5,[0.6777735],[0.02507955],[0.6470574],[0.69825083]
6,6,5,[0.71230674],[0.],[0.71230674],[0.71230674]
7,7,5,[0.69841015],[0.05289907],[0.67196065],[0.80420834]
8,8,5,[0.6252643],[0.0685678],[0.56927896],[0.7092424]
9,9,5,[0.74847746],[0.0091661],[0.7438944],[0.76680964]
10,10,5,[0.39730754],[0.13122307],[0.331696],[0.6597537]
11,11,5,[0.76937497],[0.11222102],[0.63193285],[0.86100304]
12,12,5,[0.76834494],[0.03024404],[0.7532229],[0.828833]
13,13,5,[0.82421005],[0.06800821],[0.76868165],[0.90750283]
14,14,5,[0.7723552],[0.0109435],[0.7634198],[0.78575814]
15,15,5,[0.76918423],[0.],[0.76918423],[0.76918423]
16,16,5,[0.7850893],[0.01277762],[0.7746564],[0.80073863]
17,17,5,[0.78496563],[0.04697879],[0.7274286],[0.82332367]
18,18,5,[0.8189971],[0.02154366],[0.79380125],[0.8474717]
19,19,5,[0.79682267],[0.],[0.79682267],[0.79682267]
20,20,5,[0.7618775],[0.],[0.7618775],[0.7618775]
21,21,5,[0.79449904],[0.12325753],[0.64359844],[0.9013611]
22,22,5,[0.9204699],[0.0123226],[0.91135484],[0.94239175]
23,23,5,[0.68910056],[0.03831865],[0.65781355],[0.7360312]
24,24,5,[0.7889809],[0.00541875],[0.7862715],[0.7998184]
25,25,5,[0.77992857],[0.03377243],[0.7385995],[0.80996376]
26,26,5,[0.8338553],[0.0713458],[0.7756016],[0.9212356]
27,27,5,[0.7900007],[0.02021413],[0.7798936],[0.8304289]
28,28,5,[0.77319527],[0.05676235],[0.726849],[0.84271467]
29,29,5,[0.41892713],[0.07126044],[0.38329694],[0.56144804]
30,30,5,[0.6268158],[0.],[0.6268158],[0.6268158]
