,gen,nevals,avg,std,min,max
0,0,30,[0.92060065],[0.05653196],[0.78461486],[0.9866394]
1,1,5,[0.808581],[0.07064275],[0.7224478],[0.87817514]
2,2,5,[0.7224478],[0.],[0.7224478],[0.7224478]
3,3,5,[0.7449645],[0.04503326],[0.7224478],[0.835031]
4,4,5,[0.78974175],[0.08241793],[0.7224478],[0.8906827]
5,5,5,[0.7408731],[0.02732375],[0.72721124],[0.7955206]
6,6,5,[0.7506327],[0.046843],[0.72721124],[0.84431875]
7,7,5,[0.75060606],[0.02570455],[0.73068625],[0.7932848]
8,8,5,[0.8062903],[0.],[0.8062903],[0.8062903]
9,9,5,[0.75714254],[0.06019354],[0.6834208],[0.8062903]
10,10,5,[0.7618144],[0.00931086],[0.7542121],[0.7732178]
11,11,5,[0.761194],[0.03621876],[0.7430846],[0.8336315]
12,12,5,[0.7534906],[0.0083889],[0.7476494],[0.7691795]
13,13,5,[0.6220013],[0.08632088],[0.57884085],[0.79464304]
14,14,5,[0.6413389],[0.09109718],[0.57884085],[0.8131835]
15,15,5,[0.80293334],[0.00422106],[0.7944912],[0.8050438]
16,16,5,[0.7749807],[0.03681963],[0.72988605],[0.8050438]
17,17,5,[0.8088645],[0.08940021],[0.7439333],[0.97084284]
18,18,5,[0.8360235],[0.],[0.8360235],[0.8360235]
19,19,5,[0.83896846],[0.00588994],[0.8360235],[0.85074836]
20,20,5,[0.6334266],[0.],[0.6334266],[0.6334266]
21,21,5,[0.63019484],[0.00395806],[0.62534726],[0.6334266]
22,22,5,[0.6080124],[0.00866744],[0.60367864],[0.62534726]
23,23,5,[0.39323884],[0.20691141],[0.2897831],[0.8070617]
24,24,5,[0.73990875],[0.],[0.73990875],[0.73990875]
25,25,5,[0.8404177],[0.0254985],[0.8235729],[0.88937837]
