,gen,nevals,avg,std,min,max
0,0,30,[0.93636954],[0.05050762],[0.79299766],[0.99113363]
1,1,5,[0.80033493],[0.02131603],[0.78293043],[0.8264416]
2,2,5,[0.74718463],[0.06043825],[0.69794166],[0.8272694]
3,3,5,[0.37163654],[0.],[0.37163654],[0.37163654]
4,4,5,[0.450492],[0.1577109],[0.37163654],[0.7659138]
5,5,5,[0.59756756],[0.19473687],[0.43856558],[0.83607054]
6,6,5,[0.84961826],[0.0046994],[0.84726846],[0.85901695]
7,7,5,[0.6240902],[0.07816456],[0.5850079],[0.7804193]
8,8,5,[0.68044496],[0.12119468],[0.57459986],[0.8288045]
9,9,5,[0.7187146],[0.06155695],[0.6479637],[0.8047035]
10,10,5,[0.7818885],[0.],[0.7818885],[0.7818885]
11,11,5,[0.7349935],[0.],[0.7349935],[0.7349935]
12,12,5,[0.75408113],[0.02651697],[0.7349935],[0.805975]
13,13,5,[0.6468921],[0.04078581],[0.6264992],[0.7284637]
14,14,5,[0.6910657],[0.00678587],[0.6876728],[0.70463747]
15,15,5,[0.77614075],[0.],[0.77614075],[0.77614075]
16,16,5,[0.7821965],[0.01211162],[0.77614075],[0.8064198]
17,17,5,[0.76529825],[0.02915529],[0.74409616],[0.81806195]
18,18,5,[0.7716255],[0.00591001],[0.76867044],[0.7834455]
19,19,5,[0.8684155],[0.],[0.8684155],[0.8684155]
20,20,5,[0.87320614],[0.0095813],[0.8684155],[0.89236873]
21,21,5,[0.74336326],[0.],[0.74336326],[0.74336326]
22,22,5,[0.7987083],[0.02767255],[0.74336326],[0.81254464]
23,23,5,[0.6373067],[0.14781737],[0.563398],[0.93294144]
24,24,5,[0.64936554],[0.10528827],[0.563398],[0.7783168]
25,25,5,[0.80308473],[0.08976456],[0.6954652],[0.91031855]
