model,best_score,best_params,selected_features,holdout_r2,holdout_mse,holdout_mae
ElasticNet,0.44155231714248655,"{'fs__k': 80, 'model__alpha': 0.1, 'model__l1_ratio': 0.1}",emb1__pca0;emb1__pca1;emb1__pca2;emb1__pca3;emb1__pca4;emb1__pca5;emb1__pca6;emb1__pca7;emb1__pca8;emb1__pca9;emb1__pca10;emb1__pca11;emb1__pca12;emb1__pca13;emb1__pca14;emb1__pca15;emb1__pca16;emb1__pca17;emb1__pca18;emb1__pca19;emb1__pca20;emb1__pca21;emb1__pca22;emb1__pca23;emb1__pca24;emb1__pca25;emb1__pca26;emb1__pca27;emb1__pca28;emb1__pca29;emb2__pca0;emb2__pca1;emb2__pca2;emb2__pca3;emb2__pca4;emb2__pca5;emb2__pca6;emb2__pca7;emb2__pca8;emb2__pca9;emb2__pca10;emb2__pca11;emb2__pca12;emb2__pca13;emb2__pca14;emb2__pca15;emb2__pca16;emb2__pca17;emb2__pca18;emb2__pca19;emb2__pca20;emb2__pca21;emb2__pca22;emb2__pca23;emb2__pca24;emb2__pca25;emb2__pca26;emb2__pca27;emb2__pca28;emb2__pca29;scalars__x2048;scalars__x2049;scalars__x2050;scalars__x2051;scalars__x2052;scalars__x2053;scalars__x2054;scalars__x2055;scalars__x2056;scalars__x2057;scalars__x2058;scalars__x2059,0.026338577270507812,0.44908055663108826,0.5692356824874878
Ridge,0.43971455097198486,"{'fs__k': 60, 'model__alpha': 10.0}",emb1__pca0;emb1__pca1;emb1__pca2;emb1__pca3;emb1__pca5;emb1__pca6;emb1__pca7;emb1__pca8;emb1__pca9;emb1__pca10;emb1__pca12;emb1__pca13;emb1__pca14;emb1__pca15;emb1__pca16;emb1__pca18;emb1__pca19;emb1__pca20;emb1__pca21;emb1__pca22;emb1__pca23;emb1__pca25;emb1__pca26;emb1__pca27;emb1__pca28;emb2__pca0;emb2__pca1;emb2__pca2;emb2__pca3;emb2__pca4;emb2__pca5;emb2__pca6;emb2__pca7;emb2__pca8;emb2__pca9;emb2__pca10;emb2__pca11;emb2__pca13;emb2__pca14;emb2__pca16;emb2__pca17;emb2__pca18;emb2__pca19;emb2__pca20;emb2__pca21;emb2__pca23;emb2__pca24;emb2__pca25;emb2__pca26;emb2__pca27;scalars__x2048;scalars__x2050;scalars__x2051;scalars__x2052;scalars__x2054;scalars__x2055;scalars__x2056;scalars__x2057;scalars__x2058;scalars__x2059,-0.04333460330963135,0.48121580481529236,0.5823617577552795
RandomForest,0.3666994340068883,"{'fs__k': 40, 'model__max_depth': None, 'model__min_samples_leaf': 5, 'model__n_estimators': 200}",emb1__pca1;emb1__pca3;emb1__pca5;emb1__pca6;emb1__pca7;emb1__pca9;emb1__pca10;emb1__pca12;emb1__pca15;emb1__pca16;emb1__pca23;emb1__pca27;emb1__pca28;emb2__pca0;emb2__pca1;emb2__pca2;emb2__pca3;emb2__pca4;emb2__pca5;emb2__pca6;emb2__pca7;emb2__pca8;emb2__pca9;emb2__pca10;emb2__pca13;emb2__pca14;emb2__pca16;emb2__pca19;emb2__pca20;emb2__pca21;emb2__pca25;scalars__x2048;scalars__x2050;scalars__x2052;scalars__x2054;scalars__x2055;scalars__x2056;scalars__x2057;scalars__x2058;scalars__x2059,0.21386015515634038,0.36259025538467815,0.49830255301400267
GradientBoosting,0.3843801923725699,"{'fs__k': 80, 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 500}",emb1__pca0;emb1__pca1;emb1__pca2;emb1__pca3;emb1__pca4;emb1__pca5;emb1__pca6;emb1__pca7;emb1__pca8;emb1__pca9;emb1__pca10;emb1__pca11;emb1__pca12;emb1__pca13;emb1__pca14;emb1__pca15;emb1__pca16;emb1__pca17;emb1__pca18;emb1__pca19;emb1__pca20;emb1__pca21;emb1__pca22;emb1__pca23;emb1__pca24;emb1__pca25;emb1__pca26;emb1__pca27;emb1__pca28;emb1__pca29;emb2__pca0;emb2__pca1;emb2__pca2;emb2__pca3;emb2__pca4;emb2__pca5;emb2__pca6;emb2__pca7;emb2__pca8;emb2__pca9;emb2__pca10;emb2__pca11;emb2__pca12;emb2__pca13;emb2__pca14;emb2__pca15;emb2__pca16;emb2__pca17;emb2__pca18;emb2__pca19;emb2__pca20;emb2__pca21;emb2__pca22;emb2__pca23;emb2__pca24;emb2__pca25;emb2__pca26;emb2__pca27;emb2__pca28;emb2__pca29;scalars__x2048;scalars__x2049;scalars__x2050;scalars__x2051;scalars__x2052;scalars__x2053;scalars__x2054;scalars__x2055;scalars__x2056;scalars__x2057;scalars__x2058;scalars__x2059,0.05324072354858711,0.4366725463515979,0.5546603803980131
LGBM,0.35782249247313663,"{'fs__k': 40, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 500, 'model__num_leaves': 31}",emb1__pca1;emb1__pca3;emb1__pca5;emb1__pca6;emb1__pca7;emb1__pca9;emb1__pca10;emb1__pca12;emb1__pca15;emb1__pca16;emb1__pca23;emb1__pca27;emb1__pca28;emb2__pca0;emb2__pca1;emb2__pca2;emb2__pca3;emb2__pca4;emb2__pca5;emb2__pca6;emb2__pca7;emb2__pca8;emb2__pca9;emb2__pca10;emb2__pca13;emb2__pca14;emb2__pca16;emb2__pca19;emb2__pca20;emb2__pca21;emb2__pca25;scalars__x2048;scalars__x2050;scalars__x2052;scalars__x2054;scalars__x2055;scalars__x2056;scalars__x2057;scalars__x2058;scalars__x2059,0.07102021602584929,0.42847213422362274,0.5693778315503772
CatBoost,0.46765719493480085,"{'fs__k': 40, 'model__depth': 5, 'model__iterations': 500, 'model__learning_rate': 0.03}",emb1__pca1;emb1__pca3;emb1__pca5;emb1__pca6;emb1__pca7;emb1__pca9;emb1__pca10;emb1__pca12;emb1__pca15;emb1__pca16;emb1__pca23;emb1__pca27;emb1__pca28;emb2__pca0;emb2__pca1;emb2__pca2;emb2__pca3;emb2__pca4;emb2__pca5;emb2__pca6;emb2__pca7;emb2__pca8;emb2__pca9;emb2__pca10;emb2__pca13;emb2__pca14;emb2__pca16;emb2__pca19;emb2__pca20;emb2__pca21;emb2__pca25;scalars__x2048;scalars__x2050;scalars__x2052;scalars__x2054;scalars__x2055;scalars__x2056;scalars__x2057;scalars__x2058;scalars__x2059,0.14329501972929493,0.3951369207694294,0.5145060520807042
XGB,0.4699601173400879,"{'fs__k': 40, 'model__colsample_bytree': 0.8, 'model__learning_rate': 0.05, 'model__max_depth': 4, 'model__reg_alpha': 0.1, 'model__reg_lambda': 1.0, 'model__subsample': 0.8}",emb1__pca1;emb1__pca3;emb1__pca5;emb1__pca6;emb1__pca7;emb1__pca9;emb1__pca10;emb1__pca12;emb1__pca15;emb1__pca16;emb1__pca23;emb1__pca27;emb1__pca28;emb2__pca0;emb2__pca1;emb2__pca2;emb2__pca3;emb2__pca4;emb2__pca5;emb2__pca6;emb2__pca7;emb2__pca8;emb2__pca9;emb2__pca10;emb2__pca13;emb2__pca14;emb2__pca16;emb2__pca19;emb2__pca20;emb2__pca21;emb2__pca25;scalars__x2048;scalars__x2050;scalars__x2052;scalars__x2054;scalars__x2055;scalars__x2056;scalars__x2057;scalars__x2058;scalars__x2059,0.11394011974334717,0.4086762070655823,0.5369130373001099
SVR,0.5162070831582856,"{'fs__k': 40, 'model__C': 10, 'model__epsilon': 0.01, 'model__gamma': 'auto', 'model__kernel': 'rbf'}",emb1__pca1;emb1__pca3;emb1__pca5;emb1__pca6;emb1__pca7;emb1__pca9;emb1__pca10;emb1__pca12;emb1__pca15;emb1__pca16;emb1__pca23;emb1__pca27;emb1__pca28;emb2__pca0;emb2__pca1;emb2__pca2;emb2__pca3;emb2__pca4;emb2__pca5;emb2__pca6;emb2__pca7;emb2__pca8;emb2__pca9;emb2__pca10;emb2__pca13;emb2__pca14;emb2__pca16;emb2__pca19;emb2__pca20;emb2__pca21;emb2__pca25;scalars__x2048;scalars__x2050;scalars__x2052;scalars__x2054;scalars__x2055;scalars__x2056;scalars__x2057;scalars__x2058;scalars__x2059,-0.05513578708126099,0.48665890300903436,0.589965076171099
