,gen,nevals,avg,std,min,max
0,0,50,[0.94124484],[0.04791968],[0.8052663],[0.9991757]
1,1,5,[0.7211854],[0.08641648],[0.6779772],[0.8940184]
2,2,5,[0.7233709],[0.03706386],[0.6779772],[0.7536335]
3,3,5,[0.72505605],[0.0388329],[0.6933491],[0.77261645]
4,4,5,[0.73183614],[0.],[0.73183614],[0.73183614]
5,5,5,[0.7624423],[0.06121242],[0.73183614],[0.8848672]
6,6,5,[0.73183614],[0.],[0.73183614],[0.73183614]
7,7,5,[0.7460714],[0.00272915],[0.7447068],[0.7515297]
8,8,5,[0.7256238],[0.10505278],[0.5969609],[0.811399]
9,9,5,[0.7857363],[0.00017409],[0.7855231],[0.7858785]
10,10,5,[0.80858356],[0.04594336],[0.7855231],[0.90046984]
11,11,5,[0.6679863],[0.06750544],[0.61286837],[0.7506633]
12,12,5,[0.6338756],[0.0827608],[0.5753286],[0.787036]
13,13,5,[0.6518532],[0.05300787],[0.6085724],[0.7167743]
14,14,5,[0.3687605],[0.09720689],[0.32015702],[0.56317425]
15,15,5,[0.32015702],[0.],[0.32015702],[0.32015702]
16,16,5,[0.32015702],[0.],[0.32015702],[0.32015702]
17,17,5,[0.39525044],[0.15018684],[0.32015702],[0.6956241]
18,18,5,[0.3092392],[0.01337156],[0.29286245],[0.32015702]
19,19,5,[0.29286245],[0.],[0.29286245],[0.29286245]
20,20,5,[0.27608573],[0.],[0.27608573],[0.27608573]
21,21,5,[0.6759572],[0.06353357],[0.64419043],[0.80302435]
22,22,5,[0.6760661],[0.04134484],[0.64419043],[0.74540335]
23,23,5,[0.56130576],[0.],[0.56130576],[0.56130576]
24,24,5,[0.61744267],[0.06875335],[0.56130576],[0.70164794]
25,25,5,[0.71716136],[0.],[0.71716136],[0.71716136]
26,26,5,[0.40779725],[0.16811493],[0.32373983],[0.74402714]
27,27,5,[0.6373516],[0.00466266],[0.6350202],[0.64667684]
28,28,5,[0.5966312],[0.01919448],[0.587034],[0.6350202]
29,29,5,[0.587034],[0.],[0.587034],[0.587034]
30,30,5,[0.587034],[0.],[0.587034],[0.587034]
