,gen,nevals,avg,std,min,max
0,0,50,[0.92878896],[0.05357785],[0.7456627],[1.0168734]
1,1,5,[0.9498],[0.0174618],[0.94106907],[0.98472357]
2,2,5,[0.76208055],[0.014363],[0.7548991],[0.7908066]
3,3,5,[0.837053],[0.04853323],[0.79787457],[0.90733707]
4,4,5,[0.5904167],[0.],[0.5904167],[0.5904167]
5,5,5,[0.7422212],[0.07706881],[0.58808357],[0.7807556]
6,6,5,[0.8156141],[0.02122602],[0.8050011],[0.85806614]
7,7,5,[0.7739088],[0.01408433],[0.7566591],[0.7854086]
8,8,5,[0.81304854],[0.01051548],[0.80779076],[0.83407944]
9,9,5,[0.81797534],[0.09515384],[0.7265147],[0.9866145]
10,10,5,[0.8708593],[0.07081456],[0.81303954],[0.95758915]
11,11,5,[0.6017183],[0.],[0.6017183],[0.6017183]
12,12,5,[0.6358935],[0.09214792],[0.58981955],[0.82018936]
13,13,5,[0.4020276],[0.13080151],[0.33662683],[0.6636306]
14,14,5,[0.38034475],[0.13359231],[0.3037001],[0.64693004]
15,15,5,[0.7664769],[0.03783306],[0.73558635],[0.81281275]
16,16,5,[0.7815326],[0.05745459],[0.7528053],[0.89644176]
17,17,5,[0.8395503],[0.01328588],[0.82870245],[0.85582215]
18,18,5,[0.8704751],[0.05369348],[0.771194],[0.91817564]
19,19,5,[0.866248],[0.0492202],[0.8416379],[0.9646884]
20,20,5,[0.7585384],[0.03174033],[0.7426683],[0.8220191]
21,21,5,[0.58410436],[0.],[0.58410436],[0.58410436]
22,22,5,[0.6043197],[0.08032142],[0.5633542],[0.764956]
23,23,5,[0.79026264],[0.00619357],[0.7852056],[0.79784817]
24,24,5,[0.8344612],[0.04824009],[0.79507333],[0.893543]
25,25,5,[0.80667794],[0.01406245],[0.7996467],[0.8348028]
26,26,5,[0.419005],[0.17156954],[0.2789191],[0.62913394]
27,27,5,[0.5115884],[0.1710571],[0.3052489],[0.7032017]
28,28,5,[0.6493104],[0.20315535],[0.4004969],[0.815186]
29,29,5,[0.7786229],[0.02956242],[0.7544853],[0.81482935]
30,30,5,[0.79453576],[0.04489292],[0.74167943],[0.84105927]
