,gen,nevals,avg,std,min,max
0,0,50,[0.92014533],[0.06122713],[0.7518987],[0.99913234]
1,1,5,[0.8230265],[0.00173798],[0.8221575],[0.82650244]
2,2,5,[0.78988236],[0.01855847],[0.77472943],[0.81261176]
3,3,5,[0.77472943],[0.],[0.77472943],[0.77472943]
4,4,5,[0.77472943],[0.],[0.77472943],[0.77472943]
5,5,5,[0.77472943],[0.],[0.77472943],[0.77472943]
6,6,5,[0.77472943],[0.],[0.77472943],[0.77472943]
7,7,5,[0.77472943],[0.],[0.77472943],[0.77472943]
8,8,5,[0.77472943],[0.],[0.77472943],[0.77472943]
9,9,5,[0.77472943],[0.],[0.77472943],[0.77472943]
10,10,5,[0.77472943],[0.],[0.77472943],[0.77472943]
11,11,5,[0.77472943],[0.],[0.77472943],[0.77472943]
12,12,5,[0.77834934],[0.00723975],[0.77472943],[0.7928288]
13,13,5,[0.7214714],[0.04092612],[0.6880961],[0.77472943]
14,14,5,[0.7163304],[0.03511514],[0.6880961],[0.76833916]
15,15,5,[0.6880961],[0.],[0.6880961],[0.6880961]
16,16,5,[0.6880961],[0.],[0.6880961],[0.6880961]
17,17,5,[0.6880961],[0.],[0.6880961],[0.6880961]
18,18,5,[0.7061583],[0.03612437],[0.6880961],[0.77840704]
19,19,5,[0.71271044],[0.04460172],[0.6880961],[0.8018158]
20,20,5,[0.71686584],[0.04162532],[0.69277215],[0.7999025]
21,21,5,[0.69944113],[0.],[0.69944113],[0.69944113]
22,22,5,[0.69944113],[0.],[0.69944113],[0.69944113]
23,23,5,[0.69944113],[0.],[0.69944113],[0.69944113]
24,24,5,[0.4935182],[0.16813533],[0.3562363],[0.69944113]
25,25,5,[0.35990322],[0.00821753],[0.35579446],[0.37633827]
26,26,5,[0.44478345],[0.17797798],[0.35579446],[0.8007394]
27,27,5,[0.35579446],[0.],[0.35579446],[0.35579446]
28,28,5,[0.35579446],[0.],[0.35579446],[0.35579446]
29,29,5,[0.35579446],[0.],[0.35579446],[0.35579446]
30,30,5,[0.35579446],[0.],[0.35579446],[0.35579446]
