,gen,nevals,avg,std,min,max
0,0,30,[0.9219063],[0.06771751],[0.7142522],[0.9970944]
1,1,5,[0.84704417],[0.0337966],[0.83014596],[0.91463745]
2,2,5,[0.77152956],[0.],[0.77152956],[0.77152956]
3,3,5,[0.78311044],[0.03143282],[0.76739395],[0.845976]
4,4,5,[0.65644777],[0.04629527],[0.5997479],[0.6942477]
5,5,5,[0.60844266],[0.01064884],[0.5997479],[0.62148476]
6,6,5,[0.6299827],[0.0604696],[0.5997479],[0.7509219]
7,7,5,[0.825776],[0.00201173],[0.8241633],[0.8287988]
8,8,5,[0.6188584],[0.],[0.6188584],[0.6188584]
9,9,5,[0.6188584],[0.],[0.6188584],[0.6188584]
10,10,5,[0.6845938],[0.07664313],[0.64627224],[0.8378801]
11,11,5,[0.7394956],[0.01562932],[0.72035366],[0.7522569]
12,12,5,[0.7944853],[0.06621803],[0.7522569],[0.9258526]
13,13,5,[0.84525806],[0.00089954],[0.8441563],[0.8459925]
14,14,5,[0.85512],[0.0055164],[0.85063666],[0.862683]
15,15,5,[0.8401842],[0.04439047],[0.8055139],[0.9126512]
16,16,5,[0.6258947],[0.00783859],[0.6162945],[0.63229495]
17,17,5,[0.6563326],[0.05741226],[0.6276265],[0.77115715]
18,18,5,[0.6621342],[0.06901541],[0.6276265],[0.800165]
19,19,5,[0.7494035],[0.02394889],[0.7298493],[0.77873474]
20,20,5,[0.7880381],[0.],[0.7880381],[0.7880381]
21,21,5,[0.70022255],[0.07170104],[0.6416789],[0.7880381]
22,22,5,[0.7552383],[0.05331313],[0.7117083],[0.8205333]
23,23,5,[0.7161721],[0.00546704],[0.7117083],[0.72286785]
24,24,5,[0.69352144],[0.],[0.69352144],[0.69352144]
25,25,5,[0.7713022],[0.09527169],[0.69352144],[0.8901625]
