,gen,nevals,avg,std,min,max
0,0,50,[0.93277436],[0.05705466],[0.7669511],[0.9922756]
1,1,5,[0.8527157],[0.03872243],[0.827836],[0.9278151]
2,2,5,[0.87588817],[0.00425627],[0.87376],[0.88440067]
3,3,5,[0.73148763],[0.0501596],[0.7064078],[0.8318068]
4,4,5,[0.8550644],[0.03970099],[0.8226487],[0.903688]
5,5,5,[0.7687097],[0.04164143],[0.7177096],[0.8027098]
6,6,5,[0.7712056],[0.],[0.7712056],[0.7712056]
7,7,5,[0.31679025],[0.],[0.31679025],[0.31679025]
8,8,5,[0.35515302],[0.],[0.35515302],[0.35515302]
9,9,5,[0.7686278],[0.01303839],[0.7531897],[0.78500485]
10,10,5,[0.7782769],[0.00578885],[0.7753825],[0.78985465]
11,11,5,[0.52539885],[0.20594634],[0.35784677],[0.8042653]
12,12,5,[0.8330568],[0.06871072],[0.79654],[0.9703086]
13,13,5,[0.80983865],[0.01671851],[0.7961881],[0.83031464]
14,14,5,[0.7061269],[0.0410043],[0.6856248],[0.7881355]
15,15,5,[0.60699904],[0.2125057],[0.34676233],[0.78336513]
16,16,5,[0.79190934],[0.03150662],[0.76629686],[0.83498377]
17,17,5,[0.8032223],[0.03237534],[0.7767879],[0.84287375]
18,18,5,[0.90186214],[0.03550233],[0.85891986],[0.94066477]
19,19,5,[0.8377678],[0.04947948],[0.8115638],[0.9366917]
20,20,5,[0.7793665],[0.02739139],[0.7570015],[0.81291395]
21,21,5,[0.7909846],[0.03070576],[0.7659134],[0.8285913]
22,22,5,[0.671474],[0.12685016],[0.6080489],[0.9251743]
23,23,5,[0.6741823],[0.1302238],[0.5754724],[0.8987777]
24,24,5,[0.69004405],[0.0575089],[0.6196103],[0.73699987]
25,25,5,[0.80364656],[0.02853139],[0.7804702],[0.8429729]
26,26,5,[0.8271166],[0.04077428],[0.80078214],[0.9079239]
27,27,5,[0.79834497],[0.01595904],[0.7853145],[0.81789076]
28,28,5,[0.80358493],[0.],[0.80358493],[0.80358493]
29,29,5,[0.7730854],[0.00830743],[0.7689317],[0.78970027]
30,30,5,[0.7849199],[0.00432036],[0.7827598],[0.7935607]
