,gen,nevals,avg,std,min,max
0,0,50,[0.907525],[0.05942567],[0.7950765],[0.99457765]
1,1,5,[0.68260455],[0.1021604],[0.6315244],[0.8869254]
2,2,5,[0.64028704],[0.1741843],[0.35357258],[0.82258254]
3,3,5,[0.5912984],[0.00187292],[0.59036195],[0.59504426]
4,4,5,[0.2976635],[0.00766571],[0.29165614],[0.31007683]
5,5,5,[0.5095058],[0.17858441],[0.36369222],[0.7282261]
6,6,5,[0.5429632],[0.23003565],[0.35513988],[0.82469815]
7,7,5,[0.7360541],[0.],[0.7360541],[0.7360541]
8,8,5,[0.7045009],[0.07995901],[0.6645214],[0.8644189]
9,9,5,[0.8428095],[0.00267943],[0.84121704],[0.8481485]
10,10,5,[0.8617921],[0.02928774],[0.8349758],[0.8974263]
11,11,5,[0.8058031],[5.9604645e-08],[0.80580306],[0.80580306]
12,12,5,[0.7871216],[0.],[0.7871216],[0.7871216]
13,13,5,[0.7812072],[0.00995429],[0.7730796],[0.7933987]
14,14,5,[0.7933332],[0.02569616],[0.7804851],[0.8447255]
15,15,5,[0.7348638],[0.01454706],[0.72759026],[0.7639579]
16,16,5,[0.7593941],[0.01601565],[0.74099374],[0.78938055]
17,17,5,[0.8612917],[0.02724615],[0.8390452],[0.8946612]
18,18,5,[0.83955365],[0.05484869],[0.7948765],[0.9125511]
19,19,5,[0.8101341],[0.01121393],[0.80097795],[0.8238683]
20,20,5,[0.59899193],[0.01370924],[0.5921373],[0.62641037]
21,21,5,[0.40843552],[0.02970772],[0.37205115],[0.43269178]
22,22,5,[0.69147265],[0.03246322],[0.67013395],[0.75392944]
23,23,5,[0.8114027],[0.03558256],[0.79361135],[0.88256776]
24,24,5,[0.7508396],[0.00411767],[0.7474775],[0.7558826]
25,25,5,[0.8138531],[5.9604645e-08],[0.813853],[0.813853]
26,26,5,[0.8046877],[0.00932864],[0.7970709],[0.81611294]
27,27,5,[0.8285448],[0.08474863],[0.74658847],[0.9781286]
28,28,5,[0.57488954],[0.10334754],[0.52321583],[0.7815847]
29,29,5,[0.7606004],[0.01360136],[0.7494949],[0.7772586]
30,30,5,[0.39117527],[0.11029501],[0.33602777],[0.6117653]
