,gen,nevals,avg,std,min,max
0,0,50,[0.9188821],[0.06398031],[0.72208863],[0.99475706]
1,1,5,[0.9656251],[0.02800269],[0.9100229],[0.98602086]
2,2,5,[0.7944944],[0.07989385],[0.7545475],[0.9542821]
3,3,5,[0.65621364],[0.05749898],[0.585792],[0.7031613]
4,4,5,[0.4438096],[0.15219083],[0.3677142],[0.7481913]
5,5,5,[0.7703482],[0.02171731],[0.75948954],[0.8137828]
6,6,5,[0.75413686],[0.02718241],[0.74054563],[0.80850166]
7,7,5,[0.7384368],[0.00020034],[0.7382732],[0.73868215]
8,8,5,[0.83278275],[0.00405877],[0.8307533],[0.84090024]
9,9,5,[0.8331248],[0.00474296],[0.8307533],[0.8426107]
10,10,5,[0.76791674],[0.03498223],[0.75042564],[0.8378812]
11,11,5,[0.34032065],[0.0384886],[0.29318193],[0.37174645]
12,12,5,[0.37174645],[0.],[0.37174645],[0.37174645]
13,13,5,[0.45751485],[0.17153685],[0.37174645],[0.8005886]
14,14,5,[0.47786778],[0.1981209],[0.3164077],[0.7392842]
15,15,5,[0.43636003],[0.18400165],[0.33435357],[0.80391806]
16,16,5,[0.69096565],[0.16818908],[0.35458747],[0.7750602]
17,17,5,[0.53830224],[0.20831881],[0.36846477],[0.81105673]
18,18,5,[0.74151164],[0.02248144],[0.730271],[0.7864746]
19,19,5,[0.8060117],[0.00168435],[0.80463636],[0.80807453]
20,20,5,[0.7357346],[0.0269158],[0.7027696],[0.75771123]
21,21,5,[0.79636675],[0.06700478],[0.71950364],[0.86903733]
22,22,5,[0.67768824],[0.07953496],[0.6127482],[0.77509826]
23,23,5,[0.6127482],[0.],[0.6127482],[0.6127482]
24,24,5,[0.6458132],[0.06613009],[0.6127482],[0.77807343]
25,25,5,[0.62581927],[0.],[0.62581927],[0.62581927]
26,26,5,[0.6154928],[0.],[0.6154928],[0.6154928]
27,27,5,[0.66856104],[0.10613644],[0.6154928],[0.8808339]
28,28,5,[0.6472837],[0.06358173],[0.6154928],[0.77444714]
29,29,5,[0.63320655],[0.02169481],[0.6154928],[0.65977716]
30,30,5,[0.6937184],[0.07137621],[0.6580303],[0.8364708]
