,gen,nevals,avg,std,min,max
0,0,50,[0.9188503],[0.06165201],[0.7497048],[0.9934785]
1,1,5,[0.6326705],[0.12070484],[0.5723181],[0.8740802]
2,2,5,[0.66277176],[0.0581601],[0.6152842],[0.734003]
3,3,5,[0.6670095],[0.1421977],[0.4969628],[0.8084057]
4,4,5,[0.68816733],[0.06372144],[0.6563066],[0.81561023]
5,5,5,[0.7103776],[0.02641885],[0.6971681],[0.76321524]
6,6,5,[0.8322684],[0.01129565],[0.82662064],[0.85485977]
7,7,5,[0.74975735],[0.01457417],[0.7378576],[0.767607]
8,8,5,[0.73982203],[0.],[0.73982203],[0.73982203]
9,9,5,[0.7867235],[0.00289099],[0.78436303],[0.79026425]
10,10,5,[0.7394021],[0.00812963],[0.72944534],[0.74603987]
11,11,5,[0.7674571],[0.0076158],[0.76364917],[0.7826887]
12,12,5,[0.863115],[0.02077505],[0.8498567],[0.90455717]
13,13,5,[0.8344116],[0.03511975],[0.8111208],[0.9043957]
14,14,5,[0.7774461],[0.05936909],[0.74776155],[0.89618427]
15,15,5,[0.7783483],[0.02597434],[0.75866604],[0.8231669]
16,16,5,[0.692724],[0.11176088],[0.6014716],[0.82960254]
17,17,5,[0.5609325],[0.088319],[0.4982078],[0.7239156]
18,18,5,[0.57715803],[0.],[0.57715803],[0.57715803]
19,19,5,[0.55642027],[0.],[0.55642027],[0.55642027]
20,20,5,[0.7637641],[0.08727589],[0.5997226],[0.824028]
21,21,5,[0.81432545],[0.01495483],[0.7973327],[0.8358431]
22,22,5,[0.592972],[0.17267211],[0.45198578],[0.8044512]
23,23,5,[0.67335963],[0.05744555],[0.64463687],[0.78825074]
24,24,5,[0.7400802],[0.01569725],[0.7254615],[0.76843894]
25,25,5,[0.8014843],[0.00551784],[0.796979],[0.80824226]
26,26,5,[0.8409705],[0.08283693],[0.7742335],[0.96236026]
27,27,5,[0.773811],[0.0299082],[0.75885683],[0.83362734]
28,28,5,[0.8411603],[0.0049768],[0.8386719],[0.8511139]
29,29,5,[0.81240857],[0.03614685],[0.7892153],[0.8825433]
30,30,5,[0.8165404],[0.06499849],[0.7840412],[0.94653744]
