,gen,nevals,avg,std,min,max
0,0,30,[0.9178032],[0.06097196],[0.7647273],[0.9860004]
1,1,5,[0.9212452],[0.01858832],[0.8984792],[0.93642247]
2,2,5,[0.9040764],[0.02877959],[0.85270077],[0.93142897]
3,3,5,[0.8879105],[0.02705307],[0.8338043],[0.901437]
4,4,5,[0.8558361],[0.00394659],[0.8538629],[0.86372936]
5,5,5,[0.67720956],[0.09191713],[0.60215956],[0.7897846]
6,6,5,[0.7558621],[0.00491962],[0.7534023],[0.76570135]
7,7,5,[0.75734866],[0.0078927],[0.7534023],[0.77313405]
8,8,5,[0.8046872],[0.05711778],[0.771761],[0.91803426]
9,9,5,[0.6223828],[0.071329],[0.5867184],[0.7650409]
10,10,5,[0.84707373],[0.01973992],[0.8240066],[0.87324315]
11,11,5,[0.577063],[0.03855264],[0.5577867],[0.6541683]
12,12,5,[0.6610829],[0.09390876],[0.58440673],[0.7760972]
13,13,5,[0.7671867],[0.0121872],[0.7572359],[0.7821129]
14,14,5,[0.7679794],[0.01369572],[0.7611315],[0.7953708]
15,15,5,[0.77773637],[0.01489575],[0.7702885],[0.8075279]
16,16,5,[0.7492652],[0.00222118],[0.7481545],[0.75370747]
17,17,5,[0.60976386],[0.06116197],[0.57918286],[0.7320878]
18,18,5,[0.7640332],[0.01580919],[0.7528991],[0.79338133]
19,19,5,[0.76042694],[0.01505561],[0.7528991],[0.79053813]
20,20,5,[0.7695433],[0.02038486],[0.7528991],[0.79450953]
21,21,5,[0.6651833],[0.05686708],[0.6367498],[0.7789175]
22,22,5,[0.8387085],[0.00288739],[0.83293366],[0.84015214]
23,23,5,[0.5926138],[0.24886622],[0.2893385],[0.84015214]
24,24,5,[0.5672854],[0.08350348],[0.5255337],[0.7342924]
25,25,5,[0.53516597],[0.0192646],[0.5255337],[0.5736952]
