,gen,nevals,avg,std,min,max
0,0,30,[0.9217207],[0.05053091],[0.8050621],[0.9894177]
1,1,5,[0.76972264],[0.0206367],[0.7594043],[0.81099606]
2,2,5,[0.8177439],[0.02910309],[0.8031924],[0.8759501]
3,3,5,[0.73558694],[0.04353845],[0.7009729],[0.8031924]
4,4,5,[0.47332138],[0.18587667],[0.32155374],[0.7009729]
5,5,5,[0.4198037],[0.19649993],[0.32155374],[0.81280357]
6,6,5,[0.32155374],[0.],[0.32155374],[0.32155374]
7,7,5,[0.32155374],[0.],[0.32155374],[0.32155374]
8,8,5,[0.3474595],[0.],[0.3474595],[0.3474595]
9,9,5,[0.7406468],[0.00207526],[0.73895234],[0.74318844]
10,10,5,[0.71926844],[0.00238966],[0.7173173],[0.72219515]
11,11,5,[0.7426523],[0.03669329],[0.72430575],[0.81603897]
12,12,5,[0.79221225],[0.09310336],[0.72694236],[0.96558225]
13,13,5,[0.77253985],[0.04135262],[0.7509402],[0.8552284]
14,14,5,[0.39515728],[0.17761107],[0.30635175],[0.75037944]
15,15,5,[0.49627995],[0.23261361],[0.30635175],[0.7811723]
16,16,5,[0.66302603],[0.07890546],[0.59860003],[0.75966513]
17,17,5,[0.5826493],[0.],[0.5826493],[0.5826493]
18,18,5,[0.5791976],[0.],[0.5791976],[0.5791976]
19,19,5,[0.73301977],[0.01158353],[0.725889],[0.75605655]
20,20,5,[0.74823195],[0.06029881],[0.70639604],[0.8612497]
21,21,5,[0.8063113],[0.04997868],[0.70639604],[0.8340997]
22,22,5,[0.89562476],[0.02146448],[0.8693362],[0.91315037]
23,23,5,[0.88539684],[0.0351076],[0.84430975],[0.93168366]
24,24,5,[0.8823269],[5.9604645e-08],[0.88232684],[0.88232684]
25,25,5,[0.7717412],[0.06254727],[0.71140563],[0.88232684]
