,gen,nevals,avg,std,min,max
0,0,30,[0.9298026],[0.05188766],[0.7693493],[0.9925077]
1,1,5,[0.82343215],[0.00485307],[0.81946963],[0.8293759]
2,2,5,[0.79794675],[0.],[0.79794675],[0.79794675]
3,3,5,[0.79794675],[0.],[0.79794675],[0.79794675]
4,4,5,[0.7776046],[0.],[0.7776046],[0.7776046]
5,5,5,[0.7357204],[0.],[0.7357204],[0.7357204]
6,6,5,[0.79152274],[0.07819374],[0.7357204],[0.9352972]
7,7,5,[0.8039096],[0.11479136],[0.63103896],[0.993406]
8,8,5,[0.816432],[0.04334171],[0.785892],[0.8968638]
9,9,5,[0.83510065],[0.02512166],[0.82253987],[0.885344]
10,10,5,[0.8004244],[0.0180572],[0.7856808],[0.82253987]
11,11,5,[0.7145934],[0.03809718],[0.68668413],[0.7830563]
12,12,5,[0.6152746],[0.07034378],[0.58010274],[0.7559622]
13,13,5,[0.7481486],[0.00330498],[0.7464961],[0.75475854]
14,14,5,[0.714083],[0.03969772],[0.66546345],[0.7464961]
15,15,5,[0.78573513],[0.0077042],[0.7809844],[0.8008457]
16,16,5,[0.8055209],[0.0297912],[0.76903427],[0.8298453]
17,17,5,[0.84002227],[0.01822051],[0.82514536],[0.8623378]
18,18,5,[0.83032084],[0.00534489],[0.8276484],[0.84101063]
19,19,5,[0.83999795],[0.01337965],[0.8315631],[0.8660941]
20,20,5,[0.6680187],[0.08120562],[0.60171455],[0.76747483]
21,21,5,[0.5898914],[0.09070458],[0.5445391],[0.77130055]
22,22,5,[0.5445391],[0.],[0.5445391],[0.5445391]
23,23,5,[0.48401618],[0.07412511],[0.39323184],[0.5445391]
24,24,5,[0.28132877],[0.],[0.28132877],[0.28132877]
25,25,5,[0.28132877],[0.],[0.28132877],[0.28132877]
