,gen,nevals,avg,std,min,max
0,0,50,[0.9301687],[0.05014637],[0.79864717],[0.9898493]
1,1,5,[0.7078198],[0.14062051],[0.59479564],[0.91648513]
2,2,5,[0.6594102],[0.0975568],[0.5797554],[0.7788924]
3,3,5,[0.57617414],[0.00292405],[0.57378674],[0.5797554]
4,4,5,[0.57498044],[0.00238748],[0.57378674],[0.5797554]
5,5,5,[0.57378674],[0.],[0.57378674],[0.57378674]
6,6,5,[0.57378674],[0.],[0.57378674],[0.57378674]
7,7,5,[0.57378674],[0.],[0.57378674],[0.57378674]
8,8,5,[0.57378674],[0.],[0.57378674],[0.57378674]
9,9,5,[0.57378674],[0.],[0.57378674],[0.57378674]
10,10,5,[0.57378674],[0.],[0.57378674],[0.57378674]
11,11,5,[0.57378674],[0.],[0.57378674],[0.57378674]
12,12,5,[0.57378674],[0.],[0.57378674],[0.57378674]
13,13,5,[0.57378674],[0.],[0.57378674],[0.57378674]
14,14,5,[0.57378674],[0.],[0.57378674],[0.57378674]
15,15,5,[0.57378674],[0.],[0.57378674],[0.57378674]
16,16,5,[0.57378674],[0.],[0.57378674],[0.57378674]
17,17,5,[0.57378674],[0.],[0.57378674],[0.57378674]
18,18,5,[0.57378674],[0.],[0.57378674],[0.57378674]
19,19,5,[0.6112793],[0.07498517],[0.57378674],[0.76124966]
20,20,5,[0.57378674],[0.],[0.57378674],[0.57378674]
21,21,5,[0.3558042],[0.10899127],[0.30130857],[0.57378674]
22,22,5,[0.30130857],[0.],[0.30130857],[0.30130857]
23,23,5,[0.30130857],[0.],[0.30130857],[0.30130857]
24,24,5,[0.30130857],[0.],[0.30130857],[0.30130857]
25,25,5,[0.30130857],[0.],[0.30130857],[0.30130857]
26,26,5,[0.30130857],[0.],[0.30130857],[0.30130857]
27,27,5,[0.30130857],[0.],[0.30130857],[0.30130857]
28,28,5,[0.30130857],[0.],[0.30130857],[0.30130857]
29,29,5,[0.30130857],[0.],[0.30130857],[0.30130857]
30,30,5,[0.30130857],[0.],[0.30130857],[0.30130857]
