,gen,nevals,avg,std,min,max
0,0,50,[0.9300488],[0.05539637],[0.7844668],[1.0026033]
1,1,5,[0.76977795],[0.0360877],[0.74031246],[0.81397617]
2,2,5,[0.73734474],[0.00242315],[0.7353662],[0.74031246]
3,3,5,[0.75871515],[0.02859645],[0.7353662],[0.7937385]
4,4,5,[0.81110746],[0.02902561],[0.79186046],[0.86675555]
5,5,5,[0.82008517],[0.02501187],[0.77973735],[0.85880387]
6,6,5,[0.8348548],[0.09371482],[0.7248488],[0.9570089]
7,7,5,[0.76675457],[0.],[0.76675457],[0.76675457]
8,8,5,[0.7122317],[0.],[0.7122317],[0.7122317]
9,9,5,[0.73642564],[0.11951227],[0.5900536],[0.834007]
10,10,5,[0.8166359],[0.01244863],[0.8013895],[0.82680017]
11,11,5,[0.59699464],[0.],[0.59699464],[0.59699464]
12,12,5,[0.6345263],[0.07506335],[0.59699464],[0.784653]
13,13,5,[0.2117778],[0.1926084],[0.11547361],[0.59699464]
14,14,5,[0.45307294],[0.34670722],[0.16998768],[0.87770087]
15,15,5,[0.1272954],[0.00178166],[0.12640458],[0.13085873]
16,16,5,[0.12640458],[0.],[0.12640458],[0.12640458]
17,17,5,[0.24416213],[0.14422297],[0.12640458],[0.42079848]
18,18,5,[0.30841342],[0.22291438],[0.12640458],[0.5814267]
19,19,5,[0.28113693],[0.01421981],[0.27402705],[0.30957657]
20,20,5,[0.30270824],[0.03512713],[0.27402705],[0.34573]
21,21,5,[0.28696734],[0.01584855],[0.27402705],[0.30637777]
22,22,5,[0.28696734],[0.01584855],[0.27402705],[0.30637777]
23,23,5,[0.27402705],[0.],[0.27402705],[0.27402705]
24,24,5,[0.40570277],[0.16130742],[0.27402705],[0.60877085]
25,25,5,[0.448803],[0.15343533],[0.28954902],[0.7036836]
26,26,5,[0.5111603],[0.06108741],[0.48061666],[0.6333352]
27,27,5,[0.5584189],[0.06515434],[0.48061666],[0.63672113]
28,28,5,[0.7696919],[0.],[0.7696919],[0.7696919]
29,29,5,[0.72501695],[0.],[0.72501695],[0.72501695]
30,30,5,[0.6347407],[0.05410337],[0.5788227],[0.72501695]
