,gen,nevals,avg,std,min,max
0,0,50,[0.93440247],[0.05272558],[0.76505244],[0.99837047]
1,1,5,[0.76950395],[0.03547537],[0.75176626],[0.8404547]
2,2,5,[0.74587554],[0.],[0.74587554],[0.74587554]
3,3,5,[0.7246372],[0.01254326],[0.7150184],[0.74587554]
4,4,5,[0.30261913],[0.],[0.30261913],[0.30261913]
5,5,5,[0.37838206],[0.15152587],[0.30261913],[0.6814338]
6,6,5,[0.47670022],[0.24533585],[0.2763843],[0.777174]
7,7,5,[0.6086538],[0.13673998],[0.4411822],[0.7203015]
8,8,5,[0.80093],[0.0038751],[0.79776603],[0.80567604]
9,9,5,[0.4017106],[0.],[0.4017106],[0.4017106]
10,10,5,[0.62319136],[0.],[0.62319136],[0.62319136]
11,11,5,[0.51696694],[0.16261664],[0.31780303],[0.64974284]
12,12,5,[0.59201765],[0.],[0.59201765],[0.59201765]
13,13,5,[0.2916136],[0.],[0.2916136],[0.2916136]
14,14,5,[0.5026053],[0.2612001],[0.2916136],[0.87928516]
15,15,5,[0.6630824],[0.07071368],[0.62772554],[0.80450976]
16,16,5,[0.50010735],[0.10419986],[0.41502848],[0.62772554]
17,17,5,[0.34657156],[0.0199895],[0.33657682],[0.38655058]
18,18,5,[0.35646525],[0.1310256],[0.29095247],[0.61851645]
19,19,5,[0.58343995],[0.23881505],[0.29095247],[0.77843165]
20,20,5,[0.3884483],[0.19499166],[0.29095247],[0.77843165]
21,21,5,[0.35740715],[0.10133008],[0.3067421],[0.5600673]
22,22,5,[0.3069095],[0.00033476],[0.3067421],[0.307579]
23,23,5,[0.3067421],[0.],[0.3067421],[0.3067421]
24,24,5,[0.27675855],[0.01499177],[0.26926267],[0.3067421]
25,25,5,[0.48071438],[0.23219989],[0.30580342],[0.884732]
26,26,5,[0.71083665],[0.00826024],[0.70071995],[0.7175811]
27,27,5,[0.73017496],[0.01360365],[0.7175811],[0.7548315]
28,28,5,[0.75660646],[0.01134136],[0.73392373],[0.7622771]
29,29,5,[0.71452135],[0.02264261],[0.70320004],[0.7598066]
30,30,5,[0.75597596],[0.],[0.75597596],[0.75597596]
