,gen,nevals,avg,std,min,max
0,0,50,[0.9248775],[0.06946336],[0.7146307],[0.9994064]
1,1,5,[0.75414944],[0.02894256],[0.7396782],[0.8120346]
2,2,5,[0.691253],[0.05615338],[0.5810341],[0.7396782]
3,3,5,[0.7118508],[0.],[0.7118508],[0.7118508]
4,4,5,[0.5333085],[0.10549056],[0.48056325],[0.74428964]
5,5,5,[0.48056325],[0.],[0.48056325],[0.48056325]
6,6,5,[0.76774275],[0.04948821],[0.7359215],[0.86369795]
7,7,5,[0.6489286],[0.],[0.6489286],[0.6489286]
8,8,5,[0.49644762],[0.],[0.49644762],[0.49644762]
9,9,5,[0.65786916],[0.13180013],[0.49644762],[0.7654835]
10,10,5,[0.6542835],[0.11707709],[0.5586905],[0.7976731]
11,11,5,[0.60280025],[0.0882194],[0.5586905],[0.779239]
12,12,5,[0.7244894],[0.10405935],[0.6395253],[0.85193557]
13,13,5,[0.7369622],[0.03030035],[0.721812],[0.7975629]
14,14,5,[0.7551316],[0.02134379],[0.73770446],[0.7812723]
15,15,5,[0.7469703],[0.01853168],[0.73770446],[0.78403366]
16,16,5,[0.8075905],[0.],[0.8075905],[0.8075905]
17,17,5,[0.7824847],[0.02049874],[0.7657476],[0.8075905]
18,18,5,[0.82207185],[0.01304603],[0.81554884],[0.8481639]
19,19,5,[0.7932318],[0.00510564],[0.7906789],[0.803443]
20,20,5,[0.82278955],[0.05077874],[0.7927389],[0.92318094]
21,21,5,[0.77773327],[0.05804455],[0.73044205],[0.8546869]
22,22,5,[0.84115],[0.00655637],[0.8378718],[0.8542627]
23,23,5,[0.7757876],[0.03104207],[0.7602666],[0.8378718]
24,24,5,[0.74292475],[0.07468884],[0.6547877],[0.83818233]
25,25,5,[0.74337834],[0.03177133],[0.7274927],[0.806921]
26,26,5,[0.58688563],[0.02503548],[0.5743679],[0.6369566]
27,27,5,[0.7374632],[0.],[0.7374632],[0.7374632]
28,28,5,[0.55551666],[0.22818714],[0.36920264],[0.8349877]
29,29,5,[0.37645513],[0.01182722],[0.3705415],[0.40010956]
30,30,5,[0.41231102],[0.05115699],[0.3705415],[0.47496527]
