,gen,nevals,avg,std,min,max
0,0,50,[0.9245455],[0.05131876],[0.7670392],[0.99307233]
1,1,5,[0.8825952],[0.0132952],[0.87594754],[0.9091855]
2,2,5,[0.9497434],[0.03064767],[0.90149164],[0.9829375]
3,3,5,[0.78705657],[0.0469886],[0.7635623],[0.88103384]
4,4,5,[0.8252249],[0.05183657],[0.7635623],[0.8775946]
5,5,5,[0.74576694],[0.01438442],[0.7340221],[0.76338416]
6,6,5,[0.776405],[0.],[0.776405],[0.776405]
7,7,5,[0.7865885],[0.0138464],[0.7796653],[0.8142813]
8,8,5,[0.7818827],[0.01299954],[0.77407646],[0.80751884]
9,9,5,[0.7879404],[0.0170291],[0.7794258],[0.82199854]
10,10,5,[0.80897284],[0.00544176],[0.80583596],[0.81977177]
11,11,5,[0.6086215],[0.09860726],[0.5593178],[0.80583596]
12,12,5,[0.75193346],[0.02040771],[0.73633665],[0.7866849]
13,13,5,[0.66335046],[0.0871423],[0.6197793],[0.83763504]
14,14,5,[0.6644634],[0.08936808],[0.6197793],[0.8431995]
15,15,5,[0.8530923],[0.0687553],[0.7969538],[0.93729997]
16,16,5,[0.7868101],[0.00507185],[0.78427416],[0.7969538]
17,17,5,[0.81815434],[0.04935447],[0.79232407],[0.9167967]
18,18,5,[0.53916603],[0.19816974],[0.3773611],[0.7818734]
19,19,5,[0.37217957],[0.1393444],[0.30250734],[0.65086836]
20,20,5,[0.39134625],[0.18229543],[0.30019853],[0.7559371]
21,21,5,[0.6280388],[0.04359129],[0.6062432],[0.7152214]
22,22,5,[0.7169366],[0.00852269],[0.70997787],[0.72737473]
23,23,5,[0.7901926],[0.06672639],[0.7133463],[0.88287663]
24,24,5,[0.65890366],[0.06101177],[0.62839776],[0.7809272]
25,25,5,[0.7842348],[0.01909933],[0.77468514],[0.8224335]
26,26,5,[0.73948747],[0.01759884],[0.73068804],[0.77468514]
27,27,5,[0.76430523],[0.02721538],[0.7463687],[0.8166117]
28,28,5,[0.81432503],[0.02794494],[0.78009963],[0.837142]
29,29,5,[0.8121913],[0.03048267],[0.7969499],[0.8731566]
30,30,5,[0.8150155],[0.02912042],[0.7969499],[0.8720493]
