,gen,nevals,avg,std,min,max
0,0,50,[0.9364409],[0.05281855],[0.7977537],[0.9947994]
1,1,5,[0.777187],[0.05016456],[0.7521047],[0.8775161]
2,2,5,[0.39395148],[0.17907661],[0.30441314],[0.7521047]
3,3,5,[0.30441314],[0.],[0.30441314],[0.30441314]
4,4,5,[0.30441314],[0.],[0.30441314],[0.30441314]
5,5,5,[0.30441314],[0.],[0.30441314],[0.30441314]
6,6,5,[0.30441314],[0.],[0.30441314],[0.30441314]
7,7,5,[0.30441314],[0.],[0.30441314],[0.30441314]
8,8,5,[0.30441314],[0.],[0.30441314],[0.30441314]
9,9,5,[0.30441314],[0.],[0.30441314],[0.30441314]
10,10,5,[0.30441314],[0.],[0.30441314],[0.30441314]
11,11,5,[0.30441314],[0.],[0.30441314],[0.30441314]
12,12,5,[0.30441314],[0.],[0.30441314],[0.30441314]
13,13,5,[0.30441314],[0.],[0.30441314],[0.30441314]
14,14,5,[0.30441314],[0.],[0.30441314],[0.30441314]
15,15,5,[0.30441314],[0.],[0.30441314],[0.30441314]
16,16,5,[0.30441314],[0.],[0.30441314],[0.30441314]
17,17,5,[0.30441314],[0.],[0.30441314],[0.30441314]
18,18,5,[0.30441314],[0.],[0.30441314],[0.30441314]
19,19,5,[0.30441314],[0.],[0.30441314],[0.30441314]
20,20,5,[0.30441314],[0.],[0.30441314],[0.30441314]
21,21,5,[0.30441314],[0.],[0.30441314],[0.30441314]
22,22,5,[0.30441314],[0.],[0.30441314],[0.30441314]
23,23,5,[0.30441314],[0.],[0.30441314],[0.30441314]
24,24,5,[0.3925827],[0.17633921],[0.30441314],[0.74526113]
25,25,5,[0.3040634],[0.00069948],[0.30266443],[0.30441314]
26,26,5,[0.30441314],[0.],[0.30441314],[0.30441314]
27,27,5,[0.30441314],[0.],[0.30441314],[0.30441314]
28,28,5,[0.30441314],[0.],[0.30441314],[0.30441314]
29,29,5,[0.30441314],[0.],[0.30441314],[0.30441314]
30,30,5,[0.30441314],[0.],[0.30441314],[0.30441314]
