,gen,nevals,avg,std,min,max
0,0,50,[0.93184394],[0.05996962],[0.78759885],[0.99754596]
1,1,5,[0.85617715],[0.05707252],[0.80958474],[0.92763996]
2,2,5,[0.8096857],[0.0001236],[0.80958474],[0.80983704]
3,3,5,[0.80958474],[0.],[0.80958474],[0.80958474]
4,4,5,[0.7465248],[0.05148817],[0.70448494],[0.80958474]
5,5,5,[0.76754487],[0.05148817],[0.70448494],[0.80958474]
6,6,5,[0.70634985],[0.05001586],[0.68134195],[0.8063816]
7,7,5,[0.38043326],[0.11341187],[0.32372734],[0.607257]
8,8,5,[0.34103745],[0.03462017],[0.32372734],[0.41027775]
9,9,5,[0.3730523],[0.09864989],[0.32372734],[0.5703521]
10,10,5,[0.32372734],[0.],[0.32372734],[0.32372734]
11,11,5,[0.32372734],[0.],[0.32372734],[0.32372734]
12,12,5,[0.32372734],[0.],[0.32372734],[0.32372734]
13,13,5,[0.32372734],[0.],[0.32372734],[0.32372734]
14,14,5,[0.32372734],[0.],[0.32372734],[0.32372734]
15,15,5,[0.32372734],[0.],[0.32372734],[0.32372734]
16,16,5,[0.32372734],[0.],[0.32372734],[0.32372734]
17,17,5,[0.32372734],[0.],[0.32372734],[0.32372734]
18,18,5,[0.32372734],[0.],[0.32372734],[0.32372734]
19,19,5,[0.43573943],[0.22402419],[0.32372734],[0.8837878]
20,20,5,[0.32372734],[0.],[0.32372734],[0.32372734]
21,21,5,[0.32372734],[0.],[0.32372734],[0.32372734]
22,22,5,[0.32372734],[0.],[0.32372734],[0.32372734]
23,23,5,[0.32372734],[0.],[0.32372734],[0.32372734]
24,24,5,[0.32372734],[0.],[0.32372734],[0.32372734]
25,25,5,[0.32372734],[0.],[0.32372734],[0.32372734]
26,26,5,[0.32372734],[0.],[0.32372734],[0.32372734]
27,27,5,[0.32372734],[0.],[0.32372734],[0.32372734]
28,28,5,[0.32372734],[0.],[0.32372734],[0.32372734]
29,29,5,[0.32372734],[0.],[0.32372734],[0.32372734]
30,30,5,[0.32372734],[0.],[0.32372734],[0.32372734]
