,gen,nevals,avg,std,min,max
0,0,30,[0.91305923],[0.04980281],[0.8001451],[1.0082253]
1,1,5,[0.89042157],[0.03267554],[0.8637421],[0.9304408]
2,2,5,[0.8214566],[0.00771484],[0.8151575],[0.8309053]
3,3,5,[0.7841767],[0.02863222],[0.7658228],[0.8409558]
4,4,5,[0.5653553],[0.],[0.5653553],[0.5653553]
5,5,5,[0.23643441],[0.],[0.23643441],[0.23643441]
6,6,5,[0.6839414],[0.],[0.6839414],[0.6839414]
7,7,5,[0.63844144],[0.06210512],[0.59026045],[0.74132895]
8,8,5,[0.7104577],[0.00779662],[0.7065594],[0.726051]
9,9,5,[0.7071851],[0.00125134],[0.7065594],[0.70968777]
10,10,5,[0.68862516],[0.04771908],[0.6538878],[0.774903]
11,11,5,[0.7337972],[0.05446419],[0.62486875],[0.76102924]
12,12,5,[0.7545751],[0.08483598],[0.65184295],[0.8348249]
13,13,5,[0.67869395],[0.07590739],[0.6407403],[0.83050877]
14,14,5,[0.64025974],[0.00917821],[0.63421714],[0.65790707]
15,15,5,[0.6387779],[0.00912154],[0.63421714],[0.657021]
16,16,5,[0.6814264],[0.02713131],[0.63421714],[0.7191321]
17,17,5,[0.6845942],[0.],[0.6845942],[0.6845942]
18,18,5,[0.7498747],[0.05330127],[0.6845942],[0.793395]
19,19,5,[0.7800737],[0.01178706],[0.7741801],[0.80364776]
20,20,5,[0.8458462],[0.04284957],[0.7601471],[0.867271]
21,21,5,[0.6159072],[0.06220152],[0.5848064],[0.7403102]
22,22,5,[0.68060577],[0.11732977],[0.5848064],[0.82430476]
23,23,5,[0.80476606],[0.],[0.80476606],[0.80476606]
24,24,5,[0.81369704],[0.01139536],[0.80476606],[0.832146]
25,25,5,[0.7721176],[0.00343428],[0.77040046],[0.77898616]
