,gen,nevals,avg,std,min,max
0,0,50,[0.93454653],[0.04937271],[0.79450077],[0.99911124]
1,1,5,[0.75392175],[0.02871899],[0.7395622],[0.8113597]
2,2,5,[0.8917753],[0.00011879],[0.89167833],[0.8919208]
3,3,5,[0.8414623],[0.01392765],[0.8344985],[0.86931765]
4,4,5,[0.5239469],[0.23166676],[0.33479178],[0.8076796]
5,5,5,[0.76851326],[0.],[0.76851326],[0.76851326]
6,6,5,[0.7115226],[0.00398462],[0.70953023],[0.7194918]
7,7,5,[0.6212579],[0.],[0.6212579],[0.6212579]
8,8,5,[0.7845078],[0.03689073],[0.75438666],[0.82968956]
9,9,5,[0.42099237],[0.20052294],[0.32073092],[0.8220383]
10,10,5,[0.5972479],[0.00278187],[0.59585696],[0.60281163]
11,11,5,[0.7765073],[0.],[0.7765073],[0.7765073]
12,12,5,[0.79250616],[0.00149712],[0.7906726],[0.7937286]
13,13,5,[0.8412263],[0.03540284],[0.7985125],[0.8808154]
14,14,5,[0.83307534],[0.02873617],[0.80961233],[0.8682698]
15,15,5,[0.809776],[0.00337749],[0.8030211],[0.8114648]
16,16,5,[0.8268651],[0.00659263],[0.8235687],[0.8400503]
17,17,5,[0.76010257],[0.00598075],[0.75711215],[0.77206403]
18,18,5,[0.46544147],[0.17122173],[0.37983057],[0.80788493]
19,19,5,[0.5561009],[0.],[0.5561009],[0.5561009]
20,20,5,[0.7318851],[0.04867542],[0.70754737],[0.8292359]
21,21,5,[0.77738786],[0.01473954],[0.77001804],[0.8068669]
22,22,5,[0.8587035],[0.00563698],[0.8541009],[0.8656073]
23,23,5,[0.777854],[0.05336522],[0.7351325],[0.85853106]
24,24,5,[0.7416931],[0.00553],[0.7389281],[0.7527531]
25,25,5,[0.7977513],[0.01925867],[0.7820267],[0.8213383]
26,26,5,[0.7848975],[0.01978529],[0.7687429],[0.8091295]
27,27,5,[0.85128057],[0.05486399],[0.8160643],[0.95771885]
28,28,5,[0.7908898],[0.],[0.7908898],[0.7908898]
29,29,5,[0.7945585],[0.0113031],[0.7853296],[0.80840194]
30,30,5,[0.71132255],[0.07826512],[0.67219],[0.8678528]
