,gen,nevals,avg,std,min,max
0,0,30,[0.9153381],[0.05871725],[0.77352124],[0.99341947]
1,1,5,[0.8084242],[0.00645912],[0.8051946],[0.8213424]
2,2,5,[0.7817152],[0.01917086],[0.76606226],[0.8051946]
3,3,5,[0.7756349],[0.00730457],[0.7719826],[0.79024404]
4,4,5,[0.7716295],[0.00028829],[0.77139413],[0.7719826]
5,5,5,[0.64047396],[0.04379723],[0.61857533],[0.7280684]
6,6,5,[0.63033444],[0.01440189],[0.61857533],[0.64797306]
7,7,5,[0.76576304],[0.020188],[0.75566906],[0.80613905]
8,8,5,[0.38447317],[0.19484727],[0.2870496],[0.7741678]
9,9,5,[0.7614318],[0.02415922],[0.7417059],[0.7910207]
10,10,5,[0.7870927],[0.],[0.7870927],[0.7870927]
11,11,5,[0.84715974],[0.03705097],[0.80270904],[0.8835962]
12,12,5,[0.767593],[0.01755803],[0.758814],[0.80270904]
13,13,5,[0.6924926],[0.07722542],[0.5979368],[0.758814]
14,14,5,[0.73326045],[0.00360429],[0.7314583],[0.74046904]
15,15,5,[0.6892942],[0.02827352],[0.666209],[0.7239221]
16,16,5,[0.67629015],[0.02016227],[0.666209],[0.71661466]
17,17,5,[0.435682],[0.1797576],[0.3458032],[0.7951972]
18,18,5,[0.34680778],[0.00200914],[0.3458032],[0.35082605]
19,19,5,[0.43096656],[0.17032677],[0.3458032],[0.77162015]
20,20,5,[0.3446784],[0.00137762],[0.34299114],[0.3458032]
21,21,5,[0.4103012],[0.12899604],[0.3458032],[0.6682933]
22,22,5,[0.48889527],[0.19907336],[0.32635254],[0.73270935]
23,23,5,[0.4702436],[0.13701142],[0.30243957],[0.58211297]
24,24,5,[0.36072698],[0.12284601],[0.29930395],[0.60641897]
25,25,5,[0.7672752],[0.0077282],[0.7634111],[0.7827316]
