,gen,nevals,avg,std,min,max
0,0,50,[0.9175355],[0.0621087],[0.7166443],[1.0020971]
1,1,5,[0.8717556],[0.02061553],[0.8614479],[0.9129867]
2,2,5,[0.8228691],[5.9604645e-08],[0.82286906],[0.82286906]
3,3,5,[0.8228691],[5.9604645e-08],[0.82286906],[0.82286906]
4,4,5,[0.8228691],[5.9604645e-08],[0.82286906],[0.82286906]
5,5,5,[0.71966416],[0.08426647],[0.65086085],[0.82286906]
6,6,5,[0.6323472],[0.],[0.6323472],[0.6323472]
7,7,5,[0.6323472],[0.],[0.6323472],[0.6323472]
8,8,5,[0.6323472],[0.],[0.6323472],[0.6323472]
9,9,5,[0.6323472],[0.],[0.6323472],[0.6323472]
10,10,5,[0.6323472],[0.],[0.6323472],[0.6323472]
11,11,5,[0.6323472],[0.],[0.6323472],[0.6323472]
12,12,5,[0.6323472],[0.],[0.6323472],[0.6323472]
13,13,5,[0.6323472],[0.],[0.6323472],[0.6323472]
14,14,5,[0.6323472],[0.],[0.6323472],[0.6323472]
15,15,5,[0.6323472],[0.],[0.6323472],[0.6323472]
16,16,5,[0.6323472],[0.],[0.6323472],[0.6323472]
17,17,5,[0.6323472],[0.],[0.6323472],[0.6323472]
18,18,5,[0.6323472],[0.],[0.6323472],[0.6323472]
19,19,5,[0.6323472],[0.],[0.6323472],[0.6323472]
20,20,5,[0.6323472],[0.],[0.6323472],[0.6323472]
21,21,5,[0.6323472],[0.],[0.6323472],[0.6323472]
22,22,5,[0.45752105],[0.142745],[0.34097022],[0.6323472]
23,23,5,[0.42712545],[0.17231044],[0.34097022],[0.7717463]
24,24,5,[0.33499664],[0.0029868],[0.33350322],[0.34097022]
25,25,5,[0.33350322],[0.],[0.33350322],[0.33350322]
26,26,5,[0.33350322],[0.],[0.33350322],[0.33350322]
27,27,5,[0.33350322],[0.],[0.33350322],[0.33350322]
28,28,5,[0.33350322],[0.],[0.33350322],[0.33350322]
29,29,5,[0.33350322],[0.],[0.33350322],[0.33350322]
30,30,5,[0.33350322],[0.],[0.33350322],[0.33350322]
