,gen,nevals,avg,std,min,max
0,0,50,[0.92959017],[0.0560763],[0.79278404],[1.0057433]
1,1,5,[0.7566094],[0.],[0.7566094],[0.7566094]
2,2,5,[0.8068806],[0.01151314],[0.79748017],[0.82098126]
3,3,5,[0.8214264],[0.02169672],[0.8103237],[0.8648174]
4,4,5,[0.7971722],[0.01277306],[0.7907857],[0.8227183]
5,5,5,[0.82821274],[0.03217985],[0.8121228],[0.89257246]
6,6,5,[0.4088263],[2.9802322e-08],[0.40882632],[0.40882632]
7,7,5,[0.76493096],[0.01493559],[0.75746316],[0.7948021]
8,8,5,[0.5974561],[0.01828174],[0.58252907],[0.6198465]
9,9,5,[0.64313185],[0.01565957],[0.6303458],[0.6623108]
10,10,5,[0.8391329],[0.10788937],[0.7510416],[0.97126985]
11,11,5,[0.8726266],[0.03321939],[0.84567153],[0.918904]
12,12,5,[0.74317634],[0.],[0.74317634],[0.74317634]
13,13,5,[0.77688235],[0.01974996],[0.7607566],[0.80107105]
14,14,5,[0.79791635],[0.06639042],[0.74428576],[0.89363676]
15,15,5,[0.6521293],[0.07373571],[0.5919243],[0.7424367]
16,16,5,[0.7456348],[0.01641517],[0.7374272],[0.7784651]
17,17,5,[0.7491375],[0.01054456],[0.74386525],[0.77022666]
18,18,5,[0.8143776],[0.04408887],[0.7923331],[0.9025553]
19,19,5,[0.8159963],[0.04368733],[0.79115057],[0.9028284]
20,20,5,[0.8914121],[0.00735009],[0.88773704],[0.90611225]
21,21,5,[0.8364258],[0.04832065],[0.8122654],[0.933067]
22,22,5,[0.8070024],[0.00393088],[0.79914063],[0.8089678]
23,23,5,[0.7277982],[0.03630775],[0.6981531],[0.772266]
24,24,5,[0.75363386],[0.02657264],[0.7319374],[0.7861786]
25,25,5,[0.67071646],[0.10927078],[0.5955566],[0.8882008]
26,26,5,[0.6414852],[0.15283658],[0.56506693],[0.9471584]
27,27,5,[0.7524536],[0.07578465],[0.62018955],[0.8571925]
28,28,5,[0.8517849],[0.04549533],[0.81463814],[0.9075051]
29,29,5,[0.7477406],[0.01474969],[0.7403658],[0.77724004]
30,30,5,[0.695613],[0.],[0.695613],[0.695613]
