,gen,nevals,avg,std,min,max
0,0,50,[0.9342882],[0.05209236],[0.77713245],[0.99957484]
1,1,5,[0.8437971],[0.05416819],[0.7862675],[0.93140316]
2,2,5,[0.8070854],[0.04163573],[0.7862675],[0.89035684]
3,3,5,[0.7862675],[0.],[0.7862675],[0.7862675]
4,4,5,[0.7862675],[0.],[0.7862675],[0.7862675]
5,5,5,[0.7862675],[0.],[0.7862675],[0.7862675]
6,6,5,[0.7862675],[0.],[0.7862675],[0.7862675]
7,7,5,[0.7862675],[0.],[0.7862675],[0.7862675]
8,8,5,[0.7862675],[0.],[0.7862675],[0.7862675]
9,9,5,[0.7862675],[0.],[0.7862675],[0.7862675]
10,10,5,[0.7862675],[0.],[0.7862675],[0.7862675]
11,11,5,[0.7862675],[0.],[0.7862675],[0.7862675]
12,12,5,[0.72721833],[0.02952459],[0.71245605],[0.7862675]
13,13,5,[0.71245605],[0.],[0.71245605],[0.71245605]
14,14,5,[0.71245605],[0.],[0.71245605],[0.71245605]
15,15,5,[0.71245605],[0.],[0.71245605],[0.71245605]
16,16,5,[0.71245605],[0.],[0.71245605],[0.71245605]
17,17,5,[0.71245605],[0.],[0.71245605],[0.71245605]
18,18,5,[0.71245605],[0.],[0.71245605],[0.71245605]
19,19,5,[0.7009693],[0.01406839],[0.68373907],[0.71245605]
20,20,5,[0.5334988],[0.11978593],[0.3916217],[0.68373907]
21,21,5,[0.3916217],[0.],[0.3916217],[0.3916217]
22,22,5,[0.3916217],[0.],[0.3916217],[0.3916217]
23,23,5,[0.3916217],[0.],[0.3916217],[0.3916217]
24,24,5,[0.3916217],[0.],[0.3916217],[0.3916217]
25,25,5,[0.3916217],[0.],[0.3916217],[0.3916217]
26,26,5,[0.3916217],[0.],[0.3916217],[0.3916217]
27,27,5,[0.3916217],[0.],[0.3916217],[0.3916217]
28,28,5,[0.3916217],[0.],[0.3916217],[0.3916217]
29,29,5,[0.3916217],[0.],[0.3916217],[0.3916217]
30,30,5,[0.3916217],[0.],[0.3916217],[0.3916217]
