,gen,nevals,avg,std,min,max
0,0,50,[0.92190653],[0.064254],[0.7410525],[0.9980727]
1,1,5,[0.82438326],[0.],[0.82438326],[0.82438326]
2,2,5,[0.82438326],[0.],[0.82438326],[0.82438326]
3,3,5,[0.787348],[0.01851764],[0.77808917],[0.82438326]
4,4,5,[0.74141663],[0.01833625],[0.73224854],[0.77808917]
5,5,5,[0.7414167],[0.01833625],[0.73224854],[0.77808917]
6,6,5,[0.73224854],[0.],[0.73224854],[0.73224854]
7,7,5,[0.73224854],[0.],[0.73224854],[0.73224854]
8,8,5,[0.70824933],[0.02939289],[0.67225057],[0.73224854]
9,9,5,[0.5827502],[0.],[0.5827502],[0.5827502]
10,10,5,[0.5827502],[0.],[0.5827502],[0.5827502]
11,11,5,[0.35672334],[0.],[0.35672334],[0.35672334]
12,12,5,[0.35672334],[0.],[0.35672334],[0.35672334]
13,13,5,[0.35672334],[0.],[0.35672334],[0.35672334]
14,14,5,[0.35672334],[0.],[0.35672334],[0.35672334]
15,15,5,[0.35672334],[0.],[0.35672334],[0.35672334]
16,16,5,[0.35672334],[0.],[0.35672334],[0.35672334]
17,17,5,[0.35672334],[0.],[0.35672334],[0.35672334]
18,18,5,[0.35672334],[0.],[0.35672334],[0.35672334]
19,19,5,[0.35672334],[0.],[0.35672334],[0.35672334]
20,20,5,[0.35672334],[0.],[0.35672334],[0.35672334]
21,21,5,[0.35672334],[0.],[0.35672334],[0.35672334]
22,22,5,[0.35672334],[0.],[0.35672334],[0.35672334]
23,23,5,[0.35672334],[0.],[0.35672334],[0.35672334]
24,24,5,[0.35672334],[0.],[0.35672334],[0.35672334]
25,25,5,[0.35672334],[0.],[0.35672334],[0.35672334]
26,26,5,[0.35672334],[0.],[0.35672334],[0.35672334]
27,27,5,[0.35672334],[0.],[0.35672334],[0.35672334]
28,28,5,[0.35672334],[0.],[0.35672334],[0.35672334]
29,29,5,[0.4328782],[0.15230969],[0.35672334],[0.73749757]
30,30,5,[0.32913882],[0.01379226],[0.32224268],[0.35672334]
