,gen,nevals,avg,std,min,max
0,0,30,[0.9204594],[0.04491771],[0.80163723],[1.0035334]
1,1,5,[0.9167697],[0.01836772],[0.9056233],[0.9529193]
2,2,5,[0.8402138],[0.05472458],[0.78461266],[0.93307215]
3,3,5,[0.7886958],[0.01625638],[0.7805676],[0.82120854]
4,4,5,[0.647003],[0.06678231],[0.6136118],[0.7805676]
5,5,5,[0.65986997],[0.08138117],[0.5948111],[0.78362644]
6,6,5,[0.7007451],[0.08649474],[0.5948111],[0.7713677]
7,7,5,[0.77725303],[0.05348599],[0.75051004],[0.884225]
8,8,5,[0.79190975],[0.06316169],[0.7434902],[0.8989165]
9,9,5,[0.7838201],[0.02272535],[0.7724574],[0.8292708]
10,10,5,[0.8154607],[0.05155208],[0.7724574],[0.8938713]
11,11,5,[0.69939464],[0.],[0.69939464],[0.69939464]
12,12,5,[0.8338879],[0.06724663],[0.69939464],[0.8675112]
13,13,5,[0.8318348],[0.0680839],[0.7762446],[0.91522026]
14,14,5,[0.8635807],[0.01926868],[0.8539464],[0.9021181]
15,15,5,[0.82350844],[0.04566452],[0.78644866],[0.8870206]
16,16,5,[0.73189294],[0.11688937],[0.58873326],[0.8273327]
17,17,5,[0.7359678],[0.09079023],[0.62477297],[0.81009775]
18,18,5,[0.7757236],[0.01805634],[0.7666954],[0.81183624]
19,19,5,[0.7744092],[0.01542752],[0.7666954],[0.8052642]
20,20,5,[0.77122325],[0.00905576],[0.7666954],[0.7893348]
21,21,5,[0.6789424],[0.09932769],[0.6003803],[0.8357722]
22,22,5,[0.806999],[0.00733357],[0.79273534],[0.8138731]
23,23,5,[0.8164201],[0.00741751],[0.81271136],[0.83125514]
24,24,5,[0.8108078],[0.00095177],[0.81033194],[0.81271136]
25,25,5,[0.6063715],[0.],[0.6063715],[0.6063715]
